,FIPS,Admin2,State,UID,iso2,iso3,code3,Province_State,Country_Region,Lat,Long_,Cases,Deaths,TempMedian,TempMean,PrcpMedian,PrcpMean,geo_id,population,pop_density
0,01003,Baldwin,AL,84001003,US,USA,840,Alabama,US,30.72774991,-87.72207058,13392,156,270.5,255.7985480943739,0.0,46.55263157894736,01003,218022,137.13854588
1,01005,Barbour,AL,84001005,US,USA,840,Alabama,US,31.868263,-85.3871286,1492,32,244.0,241.5086956521739,0.0,47.56739130434783,01005,24881,28.114059594
2,01009,Blount,AL,84001009,US,USA,840,Alabama,US,33.98210918,-86.56790593,4584,58,228.0,219.21937321937318,0.0,52.903133903133906,01009,57840,89.697955279
3,01011,Bullock,AL,84001011,US,USA,840,Alabama,US,32.10030533,-85.71265535,846,20,278.0,265.7190082644628,0.0,43.98347107438016,01011,10138,16.277951234
4,01013,Butler,AL,84001013,US,USA,840,Alabama,US,31.75300095,-86.68057478,1493,45,239.0,240.40789473684208,0.0,46.030701754385966,01013,19680,25.333449178000002
5,01015,Calhoun,AL,84001015,US,USA,840,Alabama,US,33.77483727,-85.82630386,9428,149,244.0,240.02305475504326,0.0,41.96829971181556,01015,114277,188.61714004
6,01017,Chambers,AL,84001017,US,USA,840,Alabama,US,32.91360079,-85.39072749,2310,61,272.0,251.9197080291971,0.0,57.05839416058394,01017,33615,56.347975948
7,01019,Cherokee,AL,84001019,US,USA,840,Alabama,US,34.17805983,-85.60638968,1403,23,239.0,231.82865168539325,0.0,53.28651685393258,01019,26032,47.029485799
8,01021,Chilton,AL,84001021,US,USA,840,Alabama,US,32.85044126,-86.7173256,2913,54,261.0,249.1304347826087,0.0,53.531283138918354,01021,44153,63.726498241
9,01025,Clarke,AL,84001025,US,USA,840,Alabama,US,31.68099859,-87.83548597,2357,25,261.0,249.2344213649852,0.0,44.4406528189911,01025,23920,19.314926487
10,01029,Cleburne,AL,84001029,US,USA,840,Alabama,US,33.67679204,-85.52005899,1011,16,233.0,228.4532967032967,0.0,51.01098901098903,01029,14987,26.757506743
11,01031,Coffee,AL,84001031,US,USA,840,Alabama,US,31.39932826,-85.98901039,3536,38,272.0,263.60245901639337,0.0,41.5860655737705,01031,51909,76.45075182
12,01033,Colbert,AL,84001033,US,USA,840,Alabama,US,34.69847452,-87.80168544,4573,59,233.0,229.17439703153988,0.0,51.15584415584416,01033,54762,92.387121174
13,01035,Conecuh,AL,84001035,US,USA,840,Alabama,US,31.43401703,-86.99320044,835,17,278.0,269.33798882681566,0.0,39.43016759776536,01035,12277,14.440131364
14,01039,Covington,AL,84001039,US,USA,840,Alabama,US,31.247785399999998,-86.45050893,2868,38,278.0,269.1014799154334,0.0,41.67864693446089,01039,36986,35.889346469
15,01041,Crenshaw,AL,84001041,US,USA,840,Alabama,US,31.72941803,-86.31593104,939,36,261.0,252.12824956672443,0.0,48.53726169844021,01041,13824,22.704543936999997
16,01043,Cullman,AL,84001043,US,USA,840,Alabama,US,34.13020303,-86.86888037,6989,76,233.0,225.71134020618558,0.0,51.465390279823275,01043,83442,113.56042387
17,01045,Dale,AL,84001045,US,USA,840,Alabama,US,31.43037123,-85.61095742,3283,63,278.0,268.5734072022161,0.0,36.930747922437675,01045,48956,87.249907296
18,01047,Dallas,AL,84001047,US,USA,840,Alabama,US,32.32688101,-87.10866709999998,2744,39,261.0,249.0,0.0,42.806475349521705,01047,38310,39.142243533
19,01053,Escambia,AL,84001053,US,USA,840,Alabama,US,31.1256789,-87.15918694,2637,34,272.0,260.4640820980616,0.0,51.31242873432155,01053,36748,38.877615797
20,01055,Etowah,AL,84001055,US,USA,840,Alabama,US,34.04567266,-86.04051873,9937,90,233.0,231.40184049079758,0.0,53.86503067484663,01055,102501,191.48976814
21,01057,Fayette,AL,84001057,US,USA,840,Alabama,US,33.72076938,-87.73886638,1416,19,250.0,241.49180327868854,0.0,64.73770491803279,01057,16433,26.180382895999998
22,01059,Franklin,AL,84001059,US,USA,840,Alabama,US,34.44235334,-87.84289505,3233,36,230.0,222.63277693474961,0.0,61.091047040971176,01059,31363,49.474811238
23,01061,Geneva,AL,84001061,US,USA,840,Alabama,US,31.09389027,-85.83572839,1648,18,278.0,265.60227272727275,0.0,51.80397727272727,01061,26314,45.804859963999995
24,01063,Greene,AL,84001063,US,USA,840,Alabama,US,32.85504247,-87.95684022,662,20,256.0,245.6466973886329,0.0,53.80952380952381,01063,8233,12.724429805
25,01065,Hale,AL,84001065,US,USA,840,Alabama,US,32.76039258,-87.63284988,1437,33,250.0,240.8404993065187,0.0,47.74618585298197,01065,14726,22.867078755999998
26,01067,Henry,AL,84001067,US,USA,840,Alabama,US,31.51148016,-85.24267944,1222,8,267.0,256.73873873873873,0.0,56.27927927927928,01067,17209,30.634605793000002
27,01071,Jackson,AL,84001071,US,USA,840,Alabama,US,34.78144169,-85.99750489,5028,34,231.0,223.0356756756757,0.0,60.52216216216216,01071,51736,47.99314624
28,01073,Jefferson,AL,84001073,US,USA,840,Alabama,US,33.55554728,-86.89506300000002,51676,689,250.0,243.078947368421,0.0,48.80193905817175,01073,659300,593.22554444
29,01075,Lamar,AL,84001075,US,USA,840,Alabama,US,33.77995024,-88.09668032,1037,15,267.0,255.6201923076923,0.0,53.091346153846146,01075,13844,22.888459751
30,01077,Lauderdale,AL,84001077,US,USA,840,Alabama,US,34.90171875,-87.65624729,6371,68,222.0,222.26183844011143,0.0,50.72701949860724,01077,92387,138.30116642
31,01079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,2005,42,228.0,220.8825966850829,0.0,55.48204419889503,01079,32957,47.716440561999995
32,01083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,6724,55,233.0,225.6607476635514,0.0,47.285981308411216,01083,96174,171.75295058
33,01089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,21884,178,228.0,222.34896551724137,0.0,52.35448275862069,01089,366519,457.24378797
34,01091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,1776,26,272.0,259.52471482889734,0.0,44.783269961977176,01091,19066,19.516985844
35,01093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,2049,43,239.0,230.58890469416787,0.0,57.85064011379801,01093,29763,40.093386582
36,01095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,8996,84,228.0,221.2496473906911,0.0,50.97884344146686,01095,96109,169.85038912
37,01097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,25635,491,272.0,259.10799136069113,0.0,37.720302375809936,01097,413757,336.56024397
38,01101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,15986,271,272.0,261.88719512195115,0.0,48.51829268292683,01101,225763,287.48618084
39,01103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,10482,87,233.0,228.14159292035401,0.0,62.26548672566372,01103,119089,205.54206837
40,01107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,1720,26,278.0,254.78832116788325,0.0,69.24817518248175,01107,19938,22.620053506999998
