,FIPS,Admin2,State,UID,iso2,iso3,code3,Province_State,Country_Region,Lat,Long_,Cases,Deaths,TempMedian,TempMean,PrcpMedian,PrcpMean,geo_id,population,pop_density
31,01079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,1757,40,232.0,223.66477272727272,0.0,56.04829545454545,01079,32957,47.716440561999995
32,01083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,5987,52,233.0,228.2284894837476,0.0,47.54780114722754,01083,96174,171.75295058
33,01089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,19314,174,233.0,226.24393723252498,0.0,52.537803138373754,01089,366519,457.24378797
34,01091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,1611,26,272.0,261.3706563706564,0.0,43.77992277992278,01091,19066,19.516985844
35,01093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,1853,42,239.0,232.22943722943717,0.0,58.17171717171718,01093,29763,40.093386582
36,01095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,8380,71,228.0,224.6317321688501,0.0,50.9854439592431,01095,96109,169.85038912
37,01097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,23463,415,272.0,262.33741648106906,0.0,37.363028953229396,01097,413757,336.56024397
38,01101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,14775,268,278.0,264.71770833333335,0.0,48.84479166666666,01101,225763,287.48618084
39,01103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,9355,78,239.0,231.7841945288754,0.0,62.84498480243161,01103,119089,205.54206837
40,01107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,1568,24,278.0,254.78832116788325,0.0,69.24817518248175,01107,19938,22.620053506999998
41,01109,Pike,AL,84001109,US,USA,840,Alabama,US,31.80396383,-85.9408295,1815,23,272.0,259.1699779249448,0.0,41.60154525386314,01109,33338,49.605114793
42,01111,Randolph,AL,84001111,US,USA,840,Alabama,US,33.29526734,-85.45708831,1174,29,233.0,227.22388059701493,0.0,55.23880597014925,01111,22725,39.143956864
43,01113,Russell,AL,84001113,US,USA,840,Alabama,US,32.28725256,-85.18415324,2595,6,296.5,277.42045454545456,11.5,83.55681818181819,01113,57781,90.12050714
44,01117,Shelby,AL,84001117,US,USA,840,Alabama,US,33.26879845,-86.66232561,13888,97,256.0,246.23501577287067,0.0,44.906940063091476,01117,215707,274.65465157
45,01121,Talladega,AL,84001121,US,USA,840,Alabama,US,33.37823223,-86.16886178,4655,69,261.0,249.06198034769463,0.0,55.084656084656075,01121,79828,108.34681527
46,01123,Tallapoosa,AL,84001123,US,USA,840,Alabama,US,32.86698258,-85.79833053,2167,96,267.0,252.4833333333333,0.0,63.81666666666667,01123,40497,56.518866946
47,01125,Tuscaloosa,AL,84001125,US,USA,840,Alabama,US,33.28726072,-87.52556818,16663,206,256.0,247.575691411936,0.0,50.187772925764186,01125,208911,158.16297204
48,01133,Winston,AL,84001133,US,USA,840,Alabama,US,34.15030532,-87.37325922,1740,27,228.0,220.6925675675676,0.0,60.260135135135144,01133,23660,38.59836973
49,02013,Aleutians East,AK,84002013,US,USA,840,Alaska,US,55.32222414,-161.9722021,40,0,83.0,77.5036496350365,5.0,27.74890510948905,02013,3515,0.5032159254
50,02016,Aleutians West,AK,84002016,US,USA,840,Alaska,US,52.3233,-174.1596,169,0,77.0,65.24558139534885,3.0,16.96093023255814,02016,5723,1.3030185169
51,02020,Anchorage,AK,84002020,US,USA,840,Alaska,US,61.14998174,-149.14269860000005,21651,106,67.0,57.28914785142025,0.0,26.277494537509106,02020,291538,170.84945945
52,02050,Bethel,AK,84002050,US,USA,840,Alaska,US,60.90980451,-159.8561831,2081,8,72.0,47.8517441860465,0.0,14.63517441860465,02050,18216,0.4483488712
53,02060,Bristol Bay,AK,84002060,US,USA,840,Alaska,US,58.74513976,-156.701064,0,0,100.0,72.0,0.0,16.386167146974067,02060,877,1.81957526
54,02068,Denali,AK,84002068,US,USA,840,Alaska,US,63.67264044,-150.0076108,60,0,39.0,17.910162002945512,0.0,19.743740795287188,02068,2059,0.162934745
55,02090,Fairbanks North Star,AK,84002090,US,USA,840,Alaska,US,64.80726247,-146.5692662,4605,19,94.0,57.28324187420853,0.0,18.98184888138455,02090,98971,13.503070244000002
56,02100,Haines,AK,84002100,US,USA,840,Alaska,US,59.09893571,-135.4679843,22,0,119.5,98.55555555555556,0.0,35.00925925925926,02100,2474,1.0574495864
57,02110,Juneau,AK,84002110,US,USA,840,Alaska,US,58.45031811,-134.200436,988,5,83.0,80.03527607361963,25.0,90.02147239263803,02110,32113,11.876709455
58,02122,Kenai Peninsula,AK,84002122,US,USA,840,Alaska,US,60.24429722,-151.53888840000005,3478,15,83.0,68.63299884849482,0.0,30.20776443493996,02122,58533,3.6529901494
59,02130,Ketchikan Gateway,AK,84002130,US,USA,840,Alaska,US,55.57445008,-130.975561,230,0,106.0,107.92528735632185,25.0,118.34482758620688,02130,13918,2.865629577
60,02150,Kodiak Island,AK,84002150,US,USA,840,Alaska,US,57.65529415,-153.7493579,803,1,94.0,92.23054755043228,0.0,40.21902017291066,02150,13345,2.0172729248
61,02170,Matanuska-Susitna,AK,84002170,US,USA,840,Alaska,US,62.31305045,-149.5741743,5842,11,78.0,58.767609008145655,0.0,20.007187350263536,02170,107610,4.3542490487
62,02180,Nome,AK,84002180,US,USA,840,Alaska,US,64.90320724,-164.0353804,264,0,39.0,26.00143781452193,0.0,10.283249460819556,02180,10008,0.4356614048
63,02185,North Slope,AK,84002185,US,USA,840,Alaska,US,69.31479216,-153.4836093,757,2,-22.0,-44.94245927482922,0.0,5.725170782974251,02185,9872,0.11114063619999999
64,02188,Northwest Arctic,AK,84002188,US,USA,840,Alaska,US,67.04919196,-159.7503946,391,0,28.0,11.364605543710024,0.0,8.299040511727076,02188,7671,0.2151846209
65,02220,Sitka,AK,84002220,US,USA,840,Alaska,US,57.24124555,-135.3206587,257,0,100.0,97.86266094420601,24.0,73.23032904148782,02220,8647,3.0128759125999998
66,02240,Southeast Fairbanks,AK,84002240,US,USA,840,Alaska,US,63.87692095,-143.2127643,381,3,67.0,27.3266699171136,0.0,11.005363237445149,02240,6918,0.278695684
67,02261,Valdez-Cordova,AK,84002261,US,USA,840,Alaska,US,61.47502768,-144.7126799,311,3,72.0,52.08982511923689,0.0,36.78351881293058,02261,9164,0.26778169890000003
68,02282,Yakutat,AK,84002282,US,USA,840,Alaska,US,59.890980799999994,-140.36014509999998,52,1,83.0,82.21190130624095,28.0,81.77068214804063,02282,604,0.0792310047
69,02290,Yukon-Koyukuk,AK,84002290,US,USA,840,Alaska,US,65.50815459,-151.39073869999999,204,4,28.0,12.681349316977975,0.0,12.514357401728466,02290,5327,0.036593098399999996
70,04001,Apache,AZ,84004001,US,USA,840,Arizona,US,35.39465006,-109.4892383,6862,218,206.0,197.17146282973619,0.0,7.8305355715427645,04001,71818,6.4137685289999995
71,04003,Cochise,AZ,84004003,US,USA,840,Arizona,US,31.87934684,-109.7516088,6122,107,283.0,271.86414465857723,0.0,7.481560789911968,04003,126770,20.56427823
72,04005,Coconino,AZ,84004005,US,USA,840,Arizona,US,35.83883429,-111.77071780000001,9993,199,200.0,194.1258573388203,0.0,7.294924554183813,04005,142854,7.6726192992
73,04007,Gila,AZ,84004007,US,USA,840,Arizona,US,33.80190085,-110.8132779,4005,118,244.0,241.67246907924874,0.0,7.802107191937702,04007,53889,11.325986655
74,04009,Graham,AZ,84004009,US,USA,840,Arizona,US,32.93166885,-109.8882178,2795,43,294.0,283.7212822796082,0.0,3.6705253784505785,04009,38072,8.2358796196
75,04011,Greenlee,AZ,84004011,US,USA,840,Arizona,US,33.21498827,-109.2405279,354,3,212.0,211.61803444782169,0.0,9.116514690982775,04011,9483,5.1482697863
76,04012,La Paz,AZ,84004012,US,USA,840,Arizona,US,33.72854224,-113.98100290000001,1165,28,356.0,331.385,0.0,3.355,04012,21098,4.6888309769
77,04013,Maricopa,AZ,84004013,US,USA,840,Arizona,US,33.34835867,-112.49181540000001,279885,4661,344.0,321.09348121321864,0.0,4.549796287913082,04013,4410824,479.47643039999997
78,04015,Mohave,AZ,84004015,US,USA,840,Arizona,US,35.70471703,-113.7577902,9937,301,267.0,279.4167318217357,0.0,3.772478498827209,04015,209550,15.742539574
79,04017,Navajo,AZ,84004017,US,USA,840,Arizona,US,35.3997715,-110.3218983,10301,300,222.0,210.68915542228885,0.0,8.282358820589705,04017,110445,11.100123355
80,04019,Pima,AZ,84004019,US,USA,840,Arizona,US,32.0971334,-111.7890033,59116,901,283.0,284.8897981451173,0.0,5.408346972176759,04019,1039073,113.09979314
81,04021,Pinal,AZ,84004021,US,USA,840,Arizona,US,32.90525627,-111.3449483,23742,331,311.0,302.00190566936635,0.0,3.3677941877084328,04021,447138,83.330493702
82,04023,Santa Cruz,AZ,84004023,US,USA,840,Arizona,US,31.52508998,-110.8479088,5362,87,289.0,274.69122426868904,0.0,8.48916576381365,04023,46511,37.602208146
83,04025,Yavapai,AZ,84004025,US,USA,840,Arizona,US,34.59933926,-112.5538588,9366,175,272.0,258.3336845802599,0.0,6.122233930453109,04025,231993,28.558217746
84,04027,Yuma,AZ,84004027,US,USA,840,Arizona,US,32.76895712,-113.90666740000002,24592,465,350.5,332.1106138107417,0.0,2.91687979539642,04027,212128,38.470979394000004
85,05001,Arkansas,AR,84005001,US,USA,840,Arkansas,US,34.29145151,-91.37277296,1187,26,250.0,238.78403755868547,0.0,40.49530516431925,05001,17769,17.970920800000002
86,05003,Ashley,AR,84005003,US,USA,840,Arkansas,US,33.19153461,-91.76984709999999,1159,18,250.0,241.97941680960548,0.0,50.81303602058319,05003,20046,21.662999825
87,05005,Baxter,AR,84005005,US,USA,840,Arkansas,US,36.28784385,-92.33782872,1832,44,222.0,210.1592539454806,0.0,42.78048780487805,05005,41619,75.093934913
88,05007,Benton,AR,84005007,US,USA,840,Arkansas,US,36.33644656,-94.25680817,15694,224,236.0,225.20806451612904,0.0,36.532258064516135,05007,272608,321.63932955
89,05009,Boone,AR,84005009,US,USA,840,Arkansas,US,36.3084504,-93.09374925,2340,58,222.0,210.14788732394362,0.0,39.27967806841046,05009,37480,63.526433563000005
90,05017,Chicot,AR,84005017,US,USA,840,Arkansas,US,33.26458973,-91.29539209,1357,29,239.0,238.4750830564784,0.0,58.93687707641196,05017,10438,16.199614005
91,05019,Clark,AR,84005019,US,USA,840,Arkansas,US,34.04613432,-93.17484713,1208,18,244.0,231.932944606414,0.0,48.36734693877551,05019,22061,25.472316857
92,05021,Clay,AR,84005021,US,USA,840,Arkansas,US,36.36826212,-90.4148172,1202,26,217.0,215.51566951566952,0.0,36.165242165242155,05021,14847,23.217736871
93,05023,Cleburne,AR,84005023,US,USA,840,Arkansas,US,35.53864922,-92.02640019,1025,31,233.0,218.13419913419915,0.0,50.05627705627707,05023,24965,45.084706902
94,05025,Cleveland,AR,84005025,US,USA,840,Arkansas,US,33.89723187,-92.18537045,509,16,130.5,132.43333333333334,0.0,71.23333333333333,05025,8018,13.412871423
95,05027,Columbia,AR,84005027,US,USA,840,Arkansas,US,33.21230701,-93.22642793,1409,38,250.0,235.6688311688312,0.0,50.87987012987013,05027,23537,30.727792724
96,05029,Conway,AR,84005029,US,USA,840,Arkansas,US,35.26205537,-92.70506566,1085,10,244.0,227.1221590909091,0.0,37.20738636363637,05029,20891,37.828544349
97,05031,Craighead,AR,84005031,US,USA,840,Arkansas,US,35.83018283,-90.63235729,9107,120,214.0,212.03125,0.0,41.0765625,05031,108558,153.48489237
98,05033,Crawford,AR,84005033,US,USA,840,Arkansas,US,35.58928601,-94.2446814,4016,53,233.0,221.02325581395348,0.0,47.205980066445186,05033,63406,107.25055074
99,05035,Crittenden,AR,84005035,US,USA,840,Arkansas,US,35.21247318,-90.30839406,3983,66,244.0,229.0260336906585,0.0,40.16539050535988,05035,48342,79.20594433
100,05037,Cross,AR,84005037,US,USA,840,Arkansas,US,35.29631396,-90.77185818,1217,32,256.0,242.57377049180332,0.0,44.895081967213116,05037,16676,27.05465413
101,05039,Dallas,AR,84005039,US,USA,840,Arkansas,US,33.97042763,-92.65167437,431,9,222.0,217.43099787685776,0.0,57.03184713375797,05039,7182,10.761383639000002
102,05041,Desha,AR,84005041,US,USA,840,Arkansas,US,33.83011025,-91.25500948,852,11,250.0,234.22807017543857,0.0,50.07719298245614,05041,11512,14.986939894
103,05043,Drew,AR,84005043,US,USA,840,Arkansas,US,33.59035001,-91.71777921,1310,10,250.0,241.5936599423631,0.0,50.68876080691643,05043,18328,22.125731613000003
104,05045,Faulkner,AR,84005045,US,USA,840,Arkansas,US,35.14719007,-92.33717519,6581,73,233.0,221.9367816091954,0.0,41.6551724137931,05045,124806,192.61993238
105,05047,Franklin,AR,84005047,US,USA,840,Arkansas,US,35.51202821,-93.89299569,995,22,228.0,217.26210826210826,0.0,45.43304843304843,05047,17810,29.251865935
106,05049,Fulton,AR,84005049,US,USA,840,Arkansas,US,36.38177105,-91.81729127,758,21,217.0,208.86,0.0,41.91142857142857,05049,12269,19.846564485
107,05051,Garland,AR,84005051,US,USA,840,Arkansas,US,34.57692074,-93.14921604,5022,136,222.0,216.16987179487182,0.0,52.171474358974365,05051,99154,146.30495102
108,05053,Grant,AR,84005053,US,USA,840,Arkansas,US,34.29017991,-92.42320562,851,10,250.0,231.8108108108108,0.0,54.474474474474476,05053,18188,28.787064887
109,05055,Greene,AR,84005055,US,USA,840,Arkansas,US,36.11735460000001,-90.55832668,4046,49,217.0,211.98295454545453,0.0,43.14204545454545,05055,45325,78.45926326899999
110,05057,Hempstead,AR,84005057,US,USA,840,Arkansas,US,33.73325583,-93.66935133,1103,9,233.0,221.4365781710914,0.0,48.87610619469026,05057,21741,29.883712392
111,05059,Hot Spring,AR,84005059,US,USA,840,Arkansas,US,34.31709259,-92.95396325,3337,52,239.0,225.25558794946548,0.0,49.86297376093295,05059,33701,54.779866739
112,05061,Howard,AR,84005061,US,USA,840,Arkansas,US,34.09007427,-93.9934871,1018,17,233.0,225.55080213903744,0.0,50.47593582887701,05061,13341,22.666934514
113,05063,Independence,AR,84005063,US,USA,840,Arkansas,US,35.74242707,-91.57001641,2501,82,218.0,211.13596914175503,0.0,40.10414657666345,05063,37678,49.319726544
114,05065,Izard,AR,84005065,US,USA,840,Arkansas,US,36.09604046,-91.90847954,1147,8,222.0,208.46327683615817,0.0,35.4774011299435,05065,13593,23.41297489
115,05067,Jackson,AR,84005067,US,USA,840,Arkansas,US,35.59802983,-91.21494602,2684,16,217.0,208.9440353460972,0.0,41.13696612665685,05067,16811,26.518989301999998
116,05069,Jefferson,AR,84005069,US,USA,840,Arkansas,US,34.26767081,-91.92619839,6205,123,239.0,230.6749271137026,0.0,46.9198250728863,05069,68114,78.293590368
117,05071,Johnson,AR,84005071,US,USA,840,Arkansas,US,35.56759135,-93.46036368,1623,17,217.0,211.03988603988603,0.0,38.32763532763533,05071,26742,40.525027934
118,05073,Lafayette,AR,84005073,US,USA,840,Arkansas,US,33.24116713,-93.60677071,309,4,250.0,241.9591836734694,0.0,50.63848396501458,05073,6682,12.648231995
119,05075,Lawrence,AR,84005075,US,USA,840,Arkansas,US,36.04188196,-91.10867198,1419,33,222.0,214.07566204287517,0.0,39.45397225725095,05075,16434,27.967935241
120,05077,Lee,AR,84005077,US,USA,840,Arkansas,US,34.78498904,-90.78383866,1371,21,228.0,224.19142857142856,0.0,46.68571428571428,05077,8985,14.909863035
121,05079,Lincoln,AR,84005079,US,USA,840,Arkansas,US,33.95317155,-91.74002806,2733,21,244.0,229.78171091445427,0.0,54.25073746312685,05079,13383,23.831748998000002
122,05081,Little River,AR,84005081,US,USA,840,Arkansas,US,33.70375665,-94.23468591,727,37,244.0,235.1189801699717,0.0,51.082152974504254,05081,12326,23.158453719
123,05083,Logan,AR,84005083,US,USA,840,Arkansas,US,35.21413234,-93.71951016,1268,10,236.0,221.57771260997063,0.0,52.51906158357771,05083,21737,30.696690278000002
124,05085,Lonoke,AR,84005085,US,USA,840,Arkansas,US,34.75392199,-91.88742357,3619,71,233.0,221.3086419753086,0.0,50.040123456790134,05085,73657,95.54646257899999
125,05087,Madison,AR,84005087,US,USA,840,Arkansas,US,36.01038185,-93.72524943,908,11,194.0,184.35714285714286,0.0,39.285714285714285,05087,16481,19.755374235
126,05089,Marion,AR,84005089,US,USA,840,Arkansas,US,36.26844485,-92.68451899,559,12,239.0,226.90443686006827,0.0,32.45051194539249,05089,16722,28.012103191999998
127,05091,Miller,AR,84005091,US,USA,840,Arkansas,US,33.31403423,-93.89285258,2464,24,250.0,239.90229885057468,0.0,47.00862068965517,05091,43592,69.666031456
128,05093,Mississippi,AR,84005093,US,USA,840,Arkansas,US,35.76271485,-90.05194370000002,4045,90,239.0,229.33990895295904,0.0,32.025796661608496,05093,41239,45.791823127
129,05097,Montgomery,AR,84005097,US,USA,840,Arkansas,US,34.53704874,-93.65824478,436,16,244.0,232.16091954022988,0.0,55.727011494252864,05097,8924,11.443104702000001
130,05099,Nevada,AR,84005099,US,USA,840,Arkansas,US,33.66340119,-93.30632432,549,19,256.0,239.9808306709265,0.0,54.18210862619808,05099,8326,13.476024627000001
131,05103,Ouachita,AR,84005103,US,USA,840,Arkansas,US,33.58839816,-92.87795984,1190,22,250.0,237.4123076923077,0.0,40.56923076923077,05103,23606,32.214182855
132,05105,Perry,AR,84005105,US,USA,840,Arkansas,US,34.945915299999996,-92.94372564,361,5,233.0,222.75593220338985,0.0,41.918644067796606,05105,10352,18.768461813
133,05107,Phillips,AR,84005107,US,USA,840,Arkansas,US,34.43268455,-90.84800154,1177,19,244.0,232.34306569343065,0.0,43.605839416058394,05107,18029,25.917573945
134,05109,Pike,AR,84005109,US,USA,840,Arkansas,US,34.16250414,-93.65789349,557,7,233.0,220.997005988024,0.0,53.08383233532934,05109,10673,17.769790471
135,05111,Poinsett,AR,84005111,US,USA,840,Arkansas,US,35.57433534,-90.66268713,2142,52,267.0,237.7586206896552,0.0,45.39080459770115,05111,23974,31.612860463
136,05113,Polk,AR,84005113,US,USA,840,Arkansas,US,34.48254879,-94.22728802,1113,23,217.0,204.91727140783746,0.0,63.74310595065312,05113,20049,23.375831326999997
137,05115,Pope,AR,84005115,US,USA,840,Arkansas,US,35.44871474,-93.03212219,4792,50,239.0,228.55043227665703,0.0,40.62247838616715,05115,64000,78.767276003
138,05117,Prairie,AR,84005117,US,USA,840,Arkansas,US,34.83624419,-91.55162157,453,12,233.0,222.5982905982906,0.0,41.965811965811966,05117,8074,12.462049540999999
139,05119,Pulaski,AR,84005119,US,USA,840,Arkansas,US,34.77054088,-92.31355101,21670,340,233.0,225.59701492537314,0.0,42.110074626865675,05119,392680,517.42322701
140,05121,Randolph,AR,84005121,US,USA,840,Arkansas,US,36.3415714,-91.02455531,1294,38,217.0,211.56586826347302,0.0,42.479041916167674,05121,17948,27.518169014
141,05125,Saline,AR,84005125,US,USA,840,Arkansas,US,34.64916145,-92.67583224,6717,85,233.0,220.93142857142857,0.0,45.30857142857143,05125,121421,167.81364049
142,05127,Scott,AR,84005127,US,USA,840,Arkansas,US,34.85588887,-94.0632176,495,6,233.0,222.07909604519773,0.0,60.17514124293786,05127,10319,11.564410034000002
143,05129,Searcy,AR,84005129,US,USA,840,Arkansas,US,35.9109364,-92.69936482,444,8,211.0,202.44945355191257,0.0,35.49590163934426,05129,7958,11.947252317
144,05131,Sebastian,AR,84005131,US,USA,840,Arkansas,US,35.19605503,-94.27162713,8610,140,247.0,235.6551724137931,0.0,43.59770114942529,05131,127753,240.18462259999998
145,05133,Sevier,AR,84005133,US,USA,840,Arkansas,US,33.99780401,-94.2424869,1954,20,244.0,236.0782608695652,0.0,49.46811594202899,05133,17139,30.327516453
146,05135,Sharp,AR,84005135,US,USA,840,Arkansas,US,36.16258158,-91.47819342,978,29,217.0,203.36710719530103,0.0,44.91923641703378,05135,17366,28.731305394
147,05137,Stone,AR,84005137,US,USA,840,Arkansas,US,35.86251946,-92.15684085,665,26,228.0,217.62393162393158,0.0,41.527065527065524,05137,12457,20.542406304
148,05139,Union,AR,84005139,US,USA,840,Arkansas,US,33.16887091,-92.59746952,2041,67,250.0,243.29064748201438,0.0,47.749640287769786,05139,39126,37.649550945
149,05143,Washington,AR,84005143,US,USA,840,Arkansas,US,35.976844,-94.21800746,19443,206,228.0,211.81741867785942,0.0,41.47639034627492,05143,236961,251.54733629
150,05145,White,AR,84005145,US,USA,840,Arkansas,US,35.25688493,-91.74908296,4019,65,239.0,225.95859872611462,0.0,42.480891719745216,05145,78727,76.05864793399999
151,05149,Yell,AR,84005149,US,USA,840,Arkansas,US,35.00292371,-93.41171338,2141,38,239.0,226.05438066465257,0.0,44.12688821752266,05149,21535,23.152484354000002
152,06001,Alameda,CA,84006001,US,USA,840,California,US,37.64629437,-121.8929271,43109,585,217.0,224.25350140056025,0.0,4.801820728291316,06001,1666753,2260.6172815
153,06003,Alpine,CA,84006003,US,USA,840,California,US,38.59678594,-119.82235940000001,64,0,134.5,134.34712571067593,0.0,15.361655085281113,06003,1101,1.4911822298
154,06005,Amador,CA,84006005,US,USA,840,California,US,38.44583082,-120.65696000000001,1943,23,261.0,255.58214285714286,0.0,12.367857142857142,06005,39383,66.23759552199999
155,06007,Butte,CA,84006007,US,USA,840,California,US,39.66727762,-121.6005252,6118,78,272.0,260.7107718405428,0.0,11.615776081424935,06007,231256,141.31390825
156,06009,Calaveras,CA,84006009,US,USA,840,California,US,38.20537103,-120.55291299999999,900,22,217.0,192.4846416382253,0.0,16.58703071672355,06009,45602,44.707141846000006
157,06011,Colusa,CA,84006011,US,USA,840,California,US,39.17881957,-122.2331726,1096,8,294.0,270.92459016393445,0.0,2.514754098360656,06011,21627,18.794434391
158,06013,Contra Costa,CA,84006013,US,USA,840,California,US,37.91923498,-121.9289527,34321,297,233.0,236.73586367157242,0.0,4.75135553834237,06013,1150215,1604.0222050999998
159,06015,Del Norte,CA,84006015,US,USA,840,California,US,41.74228275,-123.89740630000001,643,2,150.0,150.5,0.0,25.04310344827586,06015,27828,27.655764833000003
