,FIPS,Admin2,State,UID,iso2,iso3,code3,Province_State,Country_Region,Lat,Long_,Cases,Deaths,pop_stay_at_home,pop_not_stay_at_home,trips,TempMedian,TempMean,PrcpMedian,PrcpMean,geo_id,population,pop_density
17,01045,Dale,AL,84001045,US,USA,840,Alabama,US,31.43037123,-85.61095742,2809,59,7978.405731523379,40895.01508295626,170121.88687782804,283.0,273.6279069767442,0.0,37.26744186046512,01045,48956,87.249907296
18,01047,Dallas,AL,84001047,US,USA,840,Alabama,US,32.32688101,-87.10866709999998,2517,34,6560.568627450981,31685.019607843136,130878.07993966817,265.5,253.12900763358775,0.0,43.18473282442748,01047,38310,39.142243533
19,01053,Escambia,AL,84001053,US,USA,840,Alabama,US,31.1256789,-87.15918694,2291,32,5611.625942684766,31074.714932126695,138061.0874811463,278.0,264.29905437352244,0.0,51.41725768321514,01053,36748,38.877615797
20,01055,Etowah,AL,84001055,US,USA,840,Alabama,US,34.04567266,-86.04051873,8156,80,18617.696832579186,83710.987933635,353770.1960784314,244.0,236.66025641025644,0.0,54.221153846153854,01055,102501,191.48976814
21,01057,Fayette,AL,84001057,US,USA,840,Alabama,US,33.72076938,-87.73886638,1199,16,2296.897435897436,14108.57616892911,55889.87933634993,250.0,241.49180327868854,0.0,64.73770491803279,01057,16433,26.180382895999998
22,01059,Franklin,AL,84001059,US,USA,840,Alabama,US,34.44235334,-87.84289505,2896,34,4714.790346907994,26595.358974358973,111139.59125188537,234.0,227.45655608214852,0.0,61.89099526066351,01059,31363,49.474811238
23,01061,Geneva,AL,84001061,US,USA,840,Alabama,US,31.09389027,-85.83572839,1427,16,3235.443438914027,23034.514328808447,104016.62443438914,283.0,269.8694362017804,0.0,52.75370919881307,01061,26314,45.804859963999995
24,01063,Greene,AL,84001063,US,USA,840,Alabama,US,32.85504247,-87.95684022,552,20,1207.2473604826546,7011.989441930618,29070.232277526397,259.0,248.30031446540883,0.0,54.268867924528294,01063,8233,12.724429805
25,01065,Hale,AL,84001065,US,USA,840,Alabama,US,32.76039258,-87.63284988,1159,33,2172.4901960784314,12528.73604826546,54657.450980392154,256.0,245.44300144300144,0.0,47.722943722943725,01065,14726,22.867078755999998
26,01067,Henry,AL,84001067,US,USA,840,Alabama,US,31.51148016,-85.24267944,1006,8,2208.36802413273,14971.45399698341,66859.14027149322,267.0,256.73873873873873,0.0,56.27927927927928,01067,17209,30.634605793000002
27,01071,Jackson,AL,84001071,US,USA,840,Alabama,US,34.78144169,-85.99750489,4433,26,8827.669683257918,42821.34690799397,166407.8416289593,239.0,226.5765247410817,0.0,61.73762945914846,01071,51736,47.99314624
28,01073,Jefferson,AL,84001073,US,USA,840,Alabama,US,33.55554728,-86.89506300000002,41718,558,142715.3197586727,515475.3665158371,2068821.963800905,256.0,247.8205499276411,0.0,48.92619392185239,01073,659300,593.22554444
29,01075,Lamar,AL,84001075,US,USA,840,Alabama,US,33.77995024,-88.09668032,870,9,1975.5233785822022,11845.354449472097,50478.59426847662,267.0,259.96534653465346,0.0,54.34158415841584,01075,13844,22.888459751
30,01077,Lauderdale,AL,84001077,US,USA,840,Alabama,US,34.90171875,-87.65624729,5200,61,16314.099547511312,75917.65158371041,311781.45248868776,233.0,227.54385964912282,0.0,50.89181286549707,01077,92387,138.30116642
31,01079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,1617,37,4135.027149321267,28766.369532428354,122333.27601809955,233.0,225.86925287356323,0.0,56.39655172413793,01079,32957,47.716440561999995
32,01083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,5457,49,16950.26395173454,79061.88084464555,288267.8582202112,233.0,230.54411764705884,0.0,48.16666666666666,01083,96174,171.75295058
33,01089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,17454,162,72030.49622926094,293871.9125188537,1114999.956259427,233.0,227.61471861471858,0.0,52.64935064935065,01089,366519,457.24378797
34,01091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,1523,25,2589.8868778280544,16444.18250377074,70355.9653092006,278.0,264.68110236220474,0.0,44.232283464566926,01091,19066,19.516985844
35,01093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,1716,40,4628.924585218703,25083.97737556561,99496.67722473605,239.0,233.3023255813953,0.0,58.07848837209303,01093,29763,40.093386582
36,01095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,7890,65,17925.82202111614,78021.32277526395,326268.29864253395,233.0,226.21091445427732,0.0,51.31710914454278,01095,96109,169.85038912
37,01097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,22488,389,73614.54901960785,339446.0331825038,1433300.5218702867,272.0,262.61322869955154,0.0,37.5482062780269,01097,413757,336.56024397
38,01101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,14070,260,45628.34841628959,179754.78733031673,753518.0995475113,278.0,265.6911764705883,0.0,49.147058823529406,01101,225763,287.48618084
39,01103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,8662,64,21661.945701357465,97226.66214177979,387105.15987933637,239.0,234.37151702786372,0.0,63.4953560371517,01103,119089,205.54206837
40,01107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,1441,24,2521.604826546003,17382.812971342384,73110.75113122172,278.0,254.78832116788325,0.0,69.24817518248175,01107,19938,22.620053506999998
41,01109,Pike,AL,84001109,US,USA,840,Alabama,US,31.80396383,-85.9408295,1754,16,5203.003016591252,28078.843137254902,122844.29864253393,272.0,259.6159169550173,0.0,42.28950403690889,01109,33338,49.605114793
42,01111,Randolph,AL,84001111,US,USA,840,Alabama,US,33.29526734,-85.45708831,1133,28,3114.9849170437406,19572.028657616895,82833.38159879336,233.0,229.40076335877862,0.0,55.53435114503817,01111,22725,39.143956864
43,01113,Russell,AL,84001113,US,USA,840,Alabama,US,32.28725256,-85.18415324,2494,6,10339.644042232278,47343.91251885369,229216.5746606335,298.0,281.3690476190476,9.0,85.75,01113,57781,90.12050714
44,01117,Shelby,AL,84001117,US,USA,840,Alabama,US,33.26879845,-86.66232561,12983,87,39533.00150829562,175811.20060331826,666453.9306184012,256.0,246.69157392686802,0.0,44.7758346581876,01117,215707,274.65465157
45,01121,Talladega,AL,84001121,US,USA,840,Alabama,US,33.37823223,-86.16886178,4448,63,14145.772247360483,65547.89894419306,298841.6274509804,263.0,250.112412177986,0.0,55.185011709601866,01121,79828,108.34681527
46,01123,Tallapoosa,AL,84001123,US,USA,840,Alabama,US,32.86698258,-85.79833053,2085,93,6672.360482654601,33756.37405731523,141519.41478129712,272.0,251.92565055762086,0.0,65.16728624535314,01123,40497,56.518866946
47,01125,Tuscaloosa,AL,84001125,US,USA,840,Alabama,US,33.28726072,-87.52556818,15811,193,38525.972850678736,170033.23981900452,676806.113122172,256.0,249.1518054532056,0.0,50.18349299926307,01125,208911,158.16297204
48,01133,Winston,AL,84001133,US,USA,840,Alabama,US,34.15030532,-87.37325922,1667,25,3119.84766214178,20500.514328808447,84786.04977375566,222.0,217.64,0.0,61.27,01133,23660,38.59836973
49,02013,Aleutians East,AK,84002013,US,USA,840,Alaska,US,55.32222414,-161.9722021,40,0,2169.321100917431,1340.3504587155962,9473.37247706422,83.5,77.82794117647059,5.0,27.833823529411763,02013,3515,0.5032159254
50,02016,Aleutians West,AK,84002016,US,USA,840,Alaska,US,52.3233,-174.1596,161,0,1749.0289608177172,3965.2248722316867,18167.44122657581,72.0,64.78082191780823,3.0,17.91324200913242,02016,5723,1.3030185169
51,02020,Anchorage,AK,84002020,US,USA,840,Alaska,US,61.14998174,-149.14269860000005,20710,98,66964.76018099548,224082.71945701356,1113477.1297134238,72.0,58.52732644017726,0.0,26.51329394387001,02020,291538,170.84945945
52,02050,Bethel,AK,84002050,US,USA,840,Alaska,US,60.90980451,-159.8561831,1978,8,7485.392156862745,10699.778280542987,51836.224736048265,78.0,49.72713864306785,0.0,14.85250737463127,02050,18216,0.4483488712
53,02060,Bristol Bay,AK,84002060,US,USA,840,Alaska,US,58.74513976,-156.701064,0,0,332.20382165605093,543.2866242038217,2475.8471337579617,100.0,72.82798833819244,0.0,16.533527696793,02060,877,1.81957526
54,02068,Denali,AK,84002068,US,USA,840,Alaska,US,63.67264044,-150.0076108,57,0,487.8267973856209,1568.0359477124182,8344.452614379084,41.5,20.702985074626863,0.0,19.785074626865672,02068,2059,0.162934745
55,02090,Fairbanks North Star,AK,84002090,US,USA,840,Alaska,US,64.80726247,-146.5692662,4396,19,19393.470588235294,79410.71945701358,434891.95022624434,94.0,60.343736639589565,0.0,19.13510047028645,02090,98971,13.503070244000002
56,02100,Haines,AK,84002100,US,USA,840,Alaska,US,59.09893571,-135.4679843,20,0,861.91280148423,1608.1836734693877,10010.0853432282,122.0,99.91549295774648,0.0,35.502347417840376,02100,2474,1.0574495864
57,02110,Juneau,AK,84002110,US,USA,840,Alaska,US,58.45031811,-134.200436,972,5,8591.73604826546,23467.31221719457,129417.96681749623,83.0,81.10140405616225,25.0,89.5148205928237,02110,32113,11.876709455
58,02122,Kenai Peninsula,AK,84002122,US,USA,840,Alaska,US,60.24429722,-151.53888840000005,3283,15,11810.117647058823,46624.33785822021,239878.96983408747,83.0,69.7169086963779,0.0,30.43982640627608,02122,58533,3.6529901494
59,02130,Ketchikan Gateway,AK,84002130,US,USA,840,Alaska,US,55.57445008,-130.975561,225,0,3646.5218702865764,10247.805429864253,54875.03318250377,106.0,108.46802325581396,26.5,119.47093023255816,02130,13918,2.865629577
60,02150,Kodiak Island,AK,84002150,US,USA,840,Alaska,US,57.65529415,-153.7493579,732,1,4133.819004524887,9188.60935143288,56284.7677224736,100.0,92.81049562682215,0.0,37.97667638483965,02150,13345,2.0172729248
61,02170,Matanuska-Susitna,AK,84002170,US,USA,840,Alaska,US,62.31305045,-149.5741743,5524,11,22746.710407239818,84682.16591251886,381825.9743589744,78.0,60.37087378640778,0.0,20.19077669902913,02170,107610,4.3542490487
62,02180,Nome,AK,84002180,US,USA,840,Alaska,US,64.90320724,-164.0353804,257,0,6293.552036199095,3697.3815987933635,24294.965309200605,44.0,27.957725947521862,0.0,10.579446064139944,02180,10008,0.4356614048
63,02185,North Slope,AK,84002185,US,USA,840,Alaska,US,69.31479216,-153.4836093,695,2,2559.713423831071,7295.770739064857,30280.260935143287,-21.0,-42.567618031475064,0.0,5.784742598026139,02185,9872,0.11114063619999999
64,02188,Northwest Arctic,AK,84002188,US,USA,840,Alaska,US,67.04919196,-159.7503946,386,0,6071.532428355958,1586.8054298642535,26217.476621417798,28.0,12.935883620689655,0.0,8.273168103448276,02188,7671,0.2151846209
65,02220,Sitka,AK,84002220,US,USA,840,Alaska,US,57.24124555,-135.3206587,244,0,3028.2518853695324,5604.434389140271,40716.628959276015,102.0,98.24057971014491,24.5,73.44492753623189,02220,8647,3.0128759125999998
66,02240,Southeast Fairbanks,AK,84002240,US,USA,840,Alaska,US,63.87692095,-143.2127643,370,3,1340.7164404223229,5565.7224736048265,24216.659125188537,72.0,29.60098765432099,0.0,11.0720987654321,02240,6918,0.278695684
67,02261,Valdez-Cordova,AK,84002261,US,USA,840,Alaska,US,61.47502768,-144.7126799,301,3,2434.9532428355956,6713.63197586727,31341.62895927602,72.0,53.69635193133047,0.0,37.06437768240343,02261,9164,0.26778169890000003
68,02282,Yakutat,AK,84002282,US,USA,840,Alaska,US,59.8909808,-140.36014509999998,52,1,187.06382978723406,416.93617021276594,792.9574468085107,83.0,83.12481644640233,28.0,81.5330396475771,02282,604,0.0792310047
69,02290,Yukon-Koyukuk,AK,84002290,US,USA,840,Alaska,US,65.50815459,-151.3907387,191,4,2606.715953307393,2713.0311284046693,21443.019455252917,28.0,14.890647075445044,0.0,12.621644532353773,02290,5327,0.036593098399999996
70,04001,Apache,AZ,84004001,US,USA,840,Arizona,US,35.39465006,-109.4892383,6580,211,12959.377073906486,58737.50678733032,273696.62141779787,206.0,197.9153670201705,0.0,7.969848201289248,04001,71818,6.4137685289999995
71,04003,Cochise,AZ,84004003,US,USA,840,Arizona,US,31.87934684,-109.7516088,5387,98,30311.853695324284,96245.09200603318,435948.81598793366,283.0,272.3186166298749,0.0,7.680892813343145,04003,126770,20.56427823
72,04005,Coconino,AZ,84004005,US,USA,840,Arizona,US,35.83883429,-111.7707178,9418,189,30065.105580693817,112548.3137254902,539210.6591251885,206.0,196.23613890523842,0.0,7.434137728075338,04005,142854,7.6726192992
73,04007,Gila,AZ,84004007,US,USA,840,Arizona,US,33.80190085,-110.8132779,3733,113,13003.628959276019,40794.533936651584,184417.40874811463,244.0,241.53036053130933,0.0,8.197817836812144,04007,53889,11.325986655
74,04009,Graham,AZ,84004009,US,USA,840,Arizona,US,32.93166885,-109.8882178,2665,41,7468.253393665158,30539.88536953243,145803.37707390648,289.0,284.258064516129,0.0,3.8244781783681217,04009,38072,8.2358796196
75,04011,Greenlee,AZ,84004011,US,USA,840,Arizona,US,33.21498827,-109.2405279,338,3,2326.6742081447965,7140.360482654601,34176.51885369532,214.0,213.09969167523124,0.0,9.247687564234328,04011,9483,5.1482697863
76,04012,La Paz,AZ,84004012,US,USA,840,Arizona,US,33.72854224,-113.9810029,1096,22,5395.837104072398,15666.92911010558,69767.05731523379,356.0,331.01436031331593,0.0,3.503916449086162,04012,21098,4.6888309769
77,04013,Maricopa,AZ,84004013,US,USA,840,Arizona,US,33.34835867,-112.4918154,263191,4353,966830.3107088989,3436571.4720965307,14814723.559577677,344.0,321.6973839264671,0.0,4.697855291067642,04013,4410824,479.47643039999997
78,04015,Mohave,AZ,84004015,US,USA,840,Arizona,US,35.70471703,-113.7577902,8857,283,51940.466063348416,157257.19607843139,631068.3167420814,272.0,280.79841269841273,0.0,3.8174603174603177,04015,209550,15.742539574
79,04017,Navajo,AZ,84004017,US,USA,840,Arizona,US,35.3997715,-110.3218983,9911,289,24147.0754147813,86111.84615384616,381667.3212669683,222.0,211.12668045501547,0.0,8.262668045501549,04017,110445,11.100123355
80,04019,Pima,AZ,84004019,US,USA,840,Arizona,US,32.0971334,-111.7890033,54246,800,227147.27601809954,810177.2473604827,3521357.8974358975,289.0,286.0691945751453,0.0,5.487683365624134,04019,1039073,113.09979314
81,04021,Pinal,AZ,84004021,US,USA,840,Arizona,US,32.90525627,-111.3449483,22394,300,97862.3891402715,348523.03921568627,1478176.8853695325,311.0,303.17138671875,0.0,3.45166015625,04021,447138,83.330493702
82,04023,Santa Cruz,AZ,84004023,US,USA,840,Arizona,US,31.52508998,-110.8479088,5028,84,9380.120663650076,37052.70437405731,172117.29260935143,292.0,275.57347275729217,0.0,8.624656026417169,04023,46511,37.602208146
83,04025,Yavapai,AZ,84004025,US,USA,840,Arizona,US,34.59933926,-112.5538588,8321,149,53996.31221719457,177606.36349924584,796587.455505279,278.0,259.1098389982111,0.0,6.23613595706619,04025,231993,28.558217746
84,04027,Yuma,AZ,84004027,US,USA,840,Arizona,US,32.76895712,-113.90666740000002,23206,423,61791.46153846154,149979.7963800905,671988.4102564103,353.5,333.0368906455863,0.0,3.005270092226614,04027,212128,38.470979394000004
85,05001,Arkansas,AR,84005001,US,USA,840,Arkansas,US,34.29145151,-91.37277296,1112,26,3300.6003016591253,14438.671191553545,65022.41628959276,256.0,240.72478206724784,0.0,41.1681195516812,05001,17769,17.970920800000002
86,05003,Ashley,AR,84005003,US,USA,840,Arkansas,US,33.19153461,-91.7698471,1081,18,3398.378582202112,16614.039215686276,67325.41628959276,250.0,243.6868512110727,0.0,51.024221453287204,05003,20046,21.662999825
87,05005,Baxter,AR,84005005,US,USA,840,Arkansas,US,36.28784385,-92.33782872,1707,40,9153.502262443439,32395.580693815988,129388.9245852187,222.0,211.76197387518138,0.0,42.946298984034826,05005,41619,75.093934913
88,05007,Benton,AR,84005007,US,USA,840,Arkansas,US,36.33644656,-94.25680817,14586,209,52642.155354449475,219507.25490196078,855756.802413273,239.0,225.94327390599682,0.0,36.3354943273906,05007,272608,321.63932955
89,05009,Boone,AR,84005009,US,USA,840,Arkansas,US,36.3084504,-93.09374925,2200,52,6884.156862745098,30532.532428355957,122788.03016591253,222.0,211.3478701825558,0.0,39.43306288032454,05009,37480,63.526433563000005
90,05017,Chicot,AR,84005017,US,USA,840,Arkansas,US,33.26458973,-91.29539209,1318,30,1491.689291101056,8928.693815987934,37345.57466063349,244.0,240.7306397306397,0.0,59.37037037037037,05017,10438,16.199614005
91,05019,Clark,AR,84005019,US,USA,840,Arkansas,US,34.04613432,-93.17484713,1088,16,3419.3016591251885,18604.812971342384,80009.19457013575,256.0,236.9438943894389,0.0,52.24092409240925,05019,22061,25.472316857
92,05021,Clay,AR,84005021,US,USA,840,Arkansas,US,36.36826212,-90.4148172,1146,25,2296.0965309200606,12526.12971342383,55455.539969834084,217.0,217.93641618497108,0.0,36.61271676300578,05021,14847,23.217736871
93,05023,Cleburne,AR,84005023,US,USA,840,Arkansas,US,35.53864922,-92.02640019,924,27,4606.567119155355,20316.592760180996,81549.19457013575,233.0,219.73076923076923,0.0,49.60256410256411,05023,24965,45.084706902
94,05025,Cleveland,AR,84005025,US,USA,840,Arkansas,US,33.89723187,-92.18537045,478,16,1018.3469079939669,6985.889894419306,24874.033182503772,130.5,132.43333333333334,0.0,71.23333333333333,05025,8018,13.412871423
95,05027,Columbia,AR,84005027,US,USA,840,Arkansas,US,33.21230701,-93.22642793,1348,33,3993.9653092006033,19503.396681749622,81566.6862745098,250.0,237.57049180327868,0.0,51.27213114754098,05027,23537,30.727792724
96,05029,Conway,AR,84005029,US,USA,840,Arkansas,US,35.26205537,-92.70506566,950,10,2857.3800904977375,17998.38612368024,75255.07843137255,244.0,229.0,0.0,37.63505747126437,05029,20891,37.828544349
97,05031,Craighead,AR,84005031,US,USA,840,Arkansas,US,35.83018283,-90.63235729,8556,105,19754.935143288083,88620.28959276018,379518.592760181,217.0,213.67298578199046,0.0,41.19431279620853,05031,108558,153.48489237
98,05033,Crawford,AR,84005033,US,USA,840,Arkansas,US,35.58928601,-94.2446814,3768,48,10688.817496229261,52610.38009049774,232075.83559577676,233.0,224.2,0.0,47.82033898305085,05033,63406,107.25055074
99,05035,Crittenden,AR,84005035,US,USA,840,Arkansas,US,35.21247318,-90.30839406,3752,64,10209.3197586727,38051.20211161388,160559.78280542986,244.0,229.71186440677963,0.0,40.31895223420646,05035,48342,79.20594433
100,05037,Cross,AR,84005037,US,USA,840,Arkansas,US,35.29631396,-90.77185818,1115,31,2347.0452488687783,14300.8778280543,63138.61538461538,256.0,242.57377049180332,0.0,44.895081967213116,05037,16676,27.05465413
101,05039,Dallas,AR,84005039,US,USA,840,Arkansas,US,33.97042763,-92.65167437,391,8,1120.499245852187,6049.3891402714935,24952.318250377073,222.0,219.07296137339057,0.0,57.34549356223176,05039,7182,10.761383639000002
102,05041,Desha,AR,84005041,US,USA,840,Arkansas,US,33.83011025,-91.25500948,774,10,2507.5098039215686,8985.221719457013,34857.7677224736,256.0,237.45714285714286,0.0,50.84285714285714,05041,11512,14.986939894
103,05043,Drew,AR,84005043,US,USA,840,Arkansas,US,33.59035001,-91.71777921,1175,8,3145.6470588235293,15151.523378582202,64823.74811463047,250.0,242.53061224489795,0.0,49.68804664723032,05043,18328,22.125731613000003
104,05045,Faulkner,AR,84005045,US,USA,840,Arkansas,US,35.14719007,-92.33717519,6101,68,21045.653092006032,103550.59577677224,414156.0377073907,233.0,222.36764705882354,0.0,42.53823529411765,05045,124806,192.61993238
105,05047,Franklin,AR,84005047,US,USA,840,Arkansas,US,35.51202821,-93.89299569,947,21,2853.318250377074,14926.953242835596,63679.90497737557,233.0,219.51014492753623,0.0,46.21449275362319,05047,17810,29.251865935
106,05049,Fulton,AR,84005049,US,USA,840,Arkansas,US,36.38177105,-91.81729127,658,18,1767.6470588235295,10480.432880844646,40792.82956259427,222.0,211.41074020319303,0.0,42.451378809869375,05049,12269,19.846564485
107,05051,Garland,AR,84005051,US,USA,840,Arkansas,US,34.57692074,-93.14921604,4682,130,18400.782805429862,80586.407239819,340437.6681749623,228.0,218.733224222586,0.0,53.2013093289689,05051,99154,146.30495102
108,05053,Grant,AR,84005053,US,USA,840,Arkansas,US,34.29017991,-92.42320562,771,10,2680.505279034691,15476.66515837104,63142.91251885369,250.0,234.42987804878052,0.0,54.99390243902439,05053,18188,28.787064887
109,05055,Greene,AR,84005055,US,USA,840,Arkansas,US,36.11735460000001,-90.55832668,3843,42,8854.666666666666,36393.80995475113,161902.1447963801,217.0,214.36311239193085,0.0,43.75504322766571,05055,45325,78.45926326899999
110,05057,Hempstead,AR,84005057,US,USA,840,Arkansas,US,33.73325583,-93.66935133,1044,9,2699.2835595776774,19005.381598793363,76173.67873303167,233.0,223.64264264264264,0.0,49.1081081081081,05057,21741,29.883712392
111,05059,Hot Spring,AR,84005059,US,USA,840,Arkansas,US,34.31709259,-92.95396325,3196,48,4678.434389140271,28965.861236802415,124406.74509803922,239.0,227.30049261083744,0.0,50.12315270935961,05059,33701,54.779866739
112,05061,Howard,AR,84005061,US,USA,840,Arkansas,US,34.09007427,-93.9934871,955,16,2354.4117647058824,10964.016591251886,49643.62443438914,233.0,227.4037940379404,0.0,50.78048780487804,05061,13341,22.666934514
113,05063,Independence,AR,84005063,US,USA,840,Arkansas,US,35.74242707,-91.57001641,2379,77,6176.05580693816,31438.633484162896,133184.03619909502,222.0,213.091796875,0.0,40.6083984375,05063,37678,49.319726544
114,05065,Izard,AR,84005065,US,USA,840,Arkansas,US,36.09604046,-91.90847954,1093,7,2658.1372549019607,10911.740573152338,47032.39215686275,225.0,210.5086206896552,0.0,36.02298850574713,05065,13593,23.41297489
115,05067,Jackson,AR,84005067,US,USA,840,Arkansas,US,35.59802983,-91.21494602,2460,13,3624.6229260935143,13158.300150829562,52875.793363499244,222.0,212.078431372549,0.0,40.87782805429864,05067,16811,26.518989301999998
116,05069,Jefferson,AR,84005069,US,USA,840,Arkansas,US,34.26767081,-91.92619839,5766,121,12770.656108597284,55228.83408748115,254239.30467571644,239.0,231.452802359882,0.0,46.74926253687315,05069,68114,78.293590368
117,05071,Johnson,AR,84005071,US,USA,840,Arkansas,US,35.56759135,-93.46036368,1490,14,3805.0331825037706,22891.823529411766,98376.19004524886,222.0,213.60465116279067,0.0,38.55232558139535,05071,26742,40.525027934
118,05073,Lafayette,AR,84005073,US,USA,840,Arkansas,US,33.24116713,-93.60677071,294,4,970.8174962292609,5700.171945701358,23189.211161387633,256.0,245.8676923076923,0.0,51.661538461538456,05073,6682,12.648231995
119,05075,Lawrence,AR,84005075,US,USA,840,Arkansas,US,36.04188196,-91.10867198,1350,33,2809.164404223228,13597.309200603318,56255.13273001508,222.0,213.4950124688279,0.0,39.6134663341646,05075,16434,27.967935241
120,05077,Lee,AR,84005077,US,USA,840,Arkansas,US,34.78498904,-90.78383866,1335,20,1435.6726998491704,7534.463046757164,34652.86877828054,230.5,226.28612716763007,0.0,47.210982658959544,05077,8985,14.909863035
121,05079,Lincoln,AR,84005079,US,USA,840,Arkansas,US,33.95317155,-91.74002806,2680,20,1475.2911010558068,11885.137254901962,49324.547511312216,244.0,232.29041916167662,0.0,54.8502994011976,05079,13383,23.831748998000002
122,05081,Little River,AR,84005081,US,USA,840,Arkansas,US,33.70375665,-94.23468591,701,37,1766.1598793363498,10538.920060331826,44715.092006033185,250.0,237.37752161383287,0.0,51.70028818443804,05081,12326,23.158453719
123,05083,Logan,AR,84005083,US,USA,840,Arkansas,US,35.21413234,-93.71951016,1193,8,3418.843137254902,18281.82202111614,83680.85972850678,239.0,223.5839524517088,0.0,53.20653789004457,05083,21737,30.696690278000002
