,fips,admin2,state,uid,iso2,iso3,code3,province_state,country_region,lat,long_,cases,deaths,county_fips,pop_stay_at_home,pop_not_stay_at_home,trips,name,tempmedian,tempmean,prcpmedian,prcpmean,geo_id,population,pop_density
23,01061,Geneva,AL,84001061,US,USA,840,Alabama,US,31.09389027,-85.83572839,3076,85,01061,3288.8553191489364,22982.144680851063,103524.53829787234,Geneva,278.0,265.34180790960454,0.0,51.548022598870055,01061,26314,45.804859963999995
24,01063,Greene,AL,84001063,US,USA,840,Alabama,US,32.85504247,-87.95684022,1010,38,01063,1184.6943556975507,6926.30564430245,29338.771033013843,Greene,254.5,245.43272171253827,0.0,53.600917431192656,01063,8233,12.724429805
25,01065,Hale,AL,84001065,US,USA,840,Alabama,US,32.76039258,-87.63284988,2424,79,01065,2194.7074468085107,12456.29255319149,54262.15425531915,Hale,250.0,240.172602739726,0.0,47.17945205479453,01065,14726,22.867078755999998
26,01067,Henry,AL,84001067,US,USA,840,Alabama,US,31.51148016,-85.24267944,2324,45,01067,2189.687234042553,15015.312765957447,68014.2925531915,Henry,267.0,256.73873873873873,0.0,56.27927927927928,01067,17209,30.634605793000002
27,01071,Jackson,AL,84001071,US,USA,840,Alabama,US,34.78144169,-85.99750489,7565,119,01071,8825.035106382978,42800.96489361702,167548.41063829788,Jackson,226.0,218.32886597938145,0.0,58.06907216494845,01071,51736,47.99314624
28,01073,Jefferson,AL,84001073,US,USA,840,Alabama,US,33.55554728,-86.89506300000002,89043,1598,01073,144074.06595744682,514498.9340425532,2042548.1829787234,Jefferson,250.0,242.36301369863014,0.0,48.30958904109588,01073,659300,593.22554444
29,01075,Lamar,AL,84001075,US,USA,840,Alabama,US,33.77995024,-88.09668032,1555,38,01075,1984.0042598509053,11820.995740149096,50251.31416400426,Lamar,256.0,251.59911894273128,0.0,51.176211453744486,01075,13844,22.888459751
30,01077,Lauderdale,AL,84001077,US,USA,840,Alabama,US,34.90171875,-87.65624729,10654,255,01077,16573.145744680853,76155.85425531915,312663.66063829785,Lauderdale,222.0,221.75414364640883,0.0,50.32044198895028,01077,92387,138.30116642
31,01079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,3342,100,01079,4169.645744680851,28754.354255319147,123120.10744680851,Lawrence,228.0,220.57887517146773,0.0,55.13991769547325,01079,32957,47.716440561999995
32,01083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,11171,161,01083,17556.879787234044,81358.12021276596,291321.4085106383,Limestone,228.0,223.37830446672746,0.0,47.04010938924339,01083,96174,171.75295058
33,01089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,38817,535,01089,74291.47021276595,298617.52978723403,1117763.5904255318,Madison,228.0,221.9001367989056,0.0,51.93570451436389,01089,366519,457.24378797
34,01091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,2696,67,01091,2591.9840425531916,16271.015957446809,70028.45319148936,Marengo,267.0,251.26402640264027,0.0,38.66336633663367,01091,19066,19.516985844
35,01093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,3620,107,01093,4713.686170212766,24995.313829787236,98911.12127659575,Marion,239.0,230.3309759547384,0.0,57.61669024045261,01093,29763,40.093386582
36,01095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,13653,238,01095,17909.675531914894,78864.3244680851,325184.67234042555,Marshall,228.0,220.5202797202797,0.0,50.56923076923078,01095,96109,169.85038912
37,01097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,54087,889,01097,74765.93085106384,338444.0691489362,1429251.9638297872,Mobile,269.5,258.7269807280514,0.0,37.62526766595289,01097,413757,336.56024397
38,01101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,27102,628,01101,46191.972340425535,180294.02765957447,739477.85,Montgomery,267.0,258.1097208854668,0.0,47.464870067372466,01101,225763,287.48618084
39,01103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,15577,291,01103,22002.58085106383,97676.41914893617,388731.4659574468,Morgan,233.0,227.81231671554244,0.0,61.90029325513196,01103,119089,205.54206837
40,01107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,2524,62,01107,2527.1244680851064,17402.875531914895,72191.64042553192,Pickens,250.0,241.04098360655738,0.0,61.959016393442624,01107,19938,22.620053506999998
41,01109,Pike,AL,84001109,US,USA,840,Alabama,US,31.80396383,-85.9408295,3494,79,01109,5215.793617021277,27898.206382978722,122822.00425531915,Pike,263.5,251.85871743486973,0.0,40.52404809619239,01109,33338,49.605114793
42,01111,Randolph,AL,84001111,US,USA,840,Alabama,US,33.29526734,-85.45708831,2111,44,01111,3120.4574468085107,19601.542553191488,82044.35638297872,Randolph,228.0,222.86925795053003,0.0,54.063604240282686,01111,22725,39.143956864
43,01113,Russell,AL,84001113,US,USA,840,Alabama,US,32.28725256,-85.18415324,4961,43,01113,10399.93085106383,47561.06914893617,221415.65531914894,Russell,290.0,270.69892473118284,13.0,81.03225806451613,01113,57781,90.12050714
44,01117,Shelby,AL,84001117,US,USA,840,Alabama,US,33.26879845,-86.66232561,28472,263,01117,41048.371276595746,176653.62872340425,659775.05,Shelby,244.0,241.52623688155919,0.0,44.00599700149925,01117,215707,274.65465157
45,01121,Talladega,AL,84001121,US,USA,840,Alabama,US,33.37823223,-86.16886178,9245,188,01121,14116.767021276595,65861.2329787234,290246.34255319147,Talladega,250.0,241.46926229508202,0.0,51.92896174863388,01121,79828,108.34681527
46,01123,Tallapoosa,AL,84001123,US,USA,840,Alabama,US,32.86698258,-85.79833053,4770,157,01123,6671.955319148936,33695.04468085106,139966.65531914894,Tallapoosa,244.0,240.06648199445985,0.0,58.02493074792244,01123,40497,56.518866946
47,01125,Tuscaloosa,AL,84001125,US,USA,840,Alabama,US,33.28726072,-87.52556818,27943,466,01125,38614.64787234043,170740.35212765957,679492.9755319149,Tuscaloosa,250.0,243.93156424581002,0.0,49.545391061452506,01125,208911,158.16297204
48,01133,Winston,AL,84001133,US,USA,840,Alabama,US,34.15030532,-87.37325922,3109,73,01133,3177.808510638298,20451.191489361703,84412.3414893617,Winston,217.0,212.4492307692308,0.0,58.15692307692307,01133,23660,38.59836973
49,02013,Aleutians East,AK,84002013,US,USA,840,Alaska,US,55.32222414,-161.9722021,390,3,02013,2069.1878453038676,1267.8121546961327,8828.932320441989,Aleutians East,80.0,75.2638888888889,5.0,27.919444444444448,02013,3515,0.5032159254
50,02016,Aleutians West,AK,84002016,US,USA,840,Alaska,US,52.3233,-174.1596,788,1,02016,1654.6798143851508,3979.3201856148494,18977.55452436195,Aleutians West,56.0,57.29826464208244,2.0,15.48590021691974,02016,5723,1.3030185169
51,02020,Anchorage,AK,84002020,US,USA,840,Alaska,US,61.14998174,-149.14269860000005,34409,195,02020,69651.69042553191,218348.3095744681,1056516.2159574467,Anchorage,61.0,54.931968066643535,0.0,26.149253731343283,02020,291538,170.84945945
52,02050,Bethel,AK,84002050,US,USA,840,Alaska,US,60.90980451,-159.8561831,4072,22,02050,7196.715654952077,11189.284345047923,52474.49946751864,Bethel,67.0,46.31284153005465,0.0,13.4672131147541,02050,18216,0.4483488712
53,02060,Bristol Bay,AK,84002060,US,USA,840,Alaska,US,58.74513976,-156.701064,0,0,02060,303.8088888888889,532.1911111111111,2302.306666666667,Bristol Bay,89.0,68.85519125683061,0.0,15.912568306010929,02060,877,1.81957526
54,02068,Denali,AK,84002068,US,USA,840,Alaska,US,63.67264044,-150.0076108,132,0,02068,490.6374002280502,1606.3625997719498,8596.94526795895,Denali,38.0,19.500685871056238,0.0,21.064471879286693,02068,2059,0.162934745
55,02090,Fairbanks North Star,AK,84002090,US,USA,840,Alaska,US,64.80726247,-146.5692662,8451,45,02090,19783.865957446807,77065.1340425532,413214.78085106384,Fairbanks North Star,83.0,50.34527162977867,0.0,18.011670020120725,02090,98971,13.503070244000002
56,02100,Haines,AK,84002100,US,USA,840,Alaska,US,59.09893571,-135.4679843,38,0,02100,867.5024390243902,1662.4975609756098,10511.445528455284,Haines,100.0,89.9240506329114,0.0,35.67088607594937,02100,2474,1.0574495864
57,02110,Juneau,AK,84002110,US,USA,840,Alaska,US,58.45031811,-134.200436,1801,5,02110,8647.017021276595,23326.982978723405,123652.49361702127,Juneau,72.0,77.12737920937045,25.0,88.46266471449488,02110,32113,11.876709455
58,02122,Kenai Peninsula,AK,84002122,US,USA,840,Alaska,US,60.24429722,-151.53888840000005,5611,23,02122,11831.19255319149,46876.80744680851,229814.51914893618,Kenai Peninsula,72.0,66.60962231625139,0.0,30.661181632972887,02122,58533,3.6529901494
59,02130,Ketchikan Gateway,AK,84002130,US,USA,840,Alaska,US,55.57445008,-130.975561,799,2,02130,3608.321618743344,10292.678381256655,55156.97231096912,Ketchikan Gateway,100.0,105.40983606557377,25.0,121.54098360655738,02130,13918,2.865629577
60,02150,Kodiak Island,AK,84002150,US,USA,840,Alaska,US,57.65529415,-153.7493579,1324,6,02150,4023.0830670926516,8974.916932907348,52787.701810436636,Kodiak Island,94.0,89.46849315068494,0.0,43.57534246575342,02150,13345,2.0172729248
61,02170,Matanuska-Susitna,AK,84002170,US,USA,840,Alaska,US,62.31305045,-149.5741743,12529,63,02170,23243.989361702126,85073.01063829787,372477.22978723404,Matanuska-Susitna,61.0,54.9954149472719,0.0,19.73085740486016,02170,107610,4.3542490487
62,02180,Nome,AK,84002180,US,USA,840,Alaska,US,64.90320724,-164.0353804,498,0,02180,6068.681576144835,3935.3184238551653,22412.31416400426,Nome,33.0,22.901639344262296,0.0,9.99795081967213,02180,10008,0.4356614048
63,02185,North Slope,AK,84002185,US,USA,840,Alaska,US,69.31479216,-153.4836093,1143,4,02185,2581.6261980830673,7250.373801916933,29992.23322683706,North Slope,-28.0,-50.583459024635495,0.0,5.526143790849672,02185,9872,0.11114063619999999
64,02188,Northwest Arctic,AK,84002188,US,USA,840,Alaska,US,67.04919196,-159.7503946,691,2,02188,5738.976570820021,1882.0234291799786,25748.837060702874,Northwest Arctic,17.0,6.978527607361963,0.0,7.9003067484662575,02188,7671,0.2151846209
65,02220,Sitka,AK,84002220,US,USA,840,Alaska,US,57.24124555,-135.3206587,862,2,02220,3007.5101171459,5485.4898828541,39445.07454739084,Sitka,94.0,96.25991792065665,24.0,72.99726402188783,02220,8647,3.0128759125999998
66,02240,Southeast Fairbanks,AK,84002240,US,USA,840,Alaska,US,63.87692095,-143.2127643,813,5,02240,1301.3503727369541,5591.649627263046,24979.392971246005,Southeast Fairbanks,42.5,20.82553788587465,0.0,10.611786716557528,02240,6918,0.278695684
67,02261,Valdez-Cordova,AK,84002261,US,USA,840,Alaska,US,61.47502768,-144.7126799,0,0,02261,2329.653887113951,6872.346112886049,32475.595314164006,Valdez-Cordova,67.0,49.050671395996964,0.0,37.00684063845959,02261,9164,0.26778169890000003
68,02282,Yakutat,AK,84002282,US,USA,840,Alaska,US,59.8909808,-140.36014509999998,90,2,02282,187.06382978723406,391.93617021276594,792.9574468085107,Yakutat,74.0,79.67172413793105,30.0,81.55448275862071,02282,604,0.0792310047
69,02290,Yukon-Koyukuk,AK,84002290,US,USA,840,Alaska,US,65.50815459,-151.3907387,390,4,02290,2545.752590673575,2684.247409326425,18457.19170984456,Yukon-Koyukuk,22.0,7.098543046357616,0.0,12.335099337748346,02290,5327,0.036593098399999996
70,04001,Apache,AZ,84004001,US,USA,840,Arizona,US,35.39465006,-109.4892383,11875,441,04001,13181.936170212766,58705.063829787236,261097.70319148936,Apache,194.0,188.5411721745481,0.0,7.165053861603068,04001,71818,6.4137685289999995
71,04003,Cochise,AZ,84004003,US,USA,840,Arizona,US,31.87934684,-109.7516088,12545,299,04003,30454.636170212765,95467.36382978724,427870.23723404255,Cochise,278.0,266.33773500447626,0.0,7.184198746642793,04003,126770,20.56427823
72,04005,Coconino,AZ,84004005,US,USA,840,Arizona,US,35.83883429,-111.7707178,18945,334,04005,31045.124468085105,112430.87553191489,514126.28723404254,Coconino,189.0,187.30844814696144,0.0,6.822599594147174,04005,142854,7.6726192992
73,04007,Gila,AZ,84004007,US,USA,840,Arizona,US,33.80190085,-110.8132779,7520,239,04007,13245.5,40772.5,179670.71914893616,Gila,233.0,234.7800916284881,0.0,7.279050395668472,04007,53889,11.325986655
74,04009,Graham,AZ,84004009,US,USA,840,Arizona,US,32.93166885,-109.8882178,5750,88,04009,7484.320212765958,31352.679787234043,144026.84148936172,Graham,283.0,276.53706754530475,0.0,3.5,04009,38072,8.2358796196
75,04011,Greenlee,AZ,84004011,US,USA,840,Arizona,US,33.21498827,-109.2405279,635,10,04011,2287.0990415335464,7210.900958466454,35120.24494142705,Greenlee,207.0,206.50877192982452,0.0,8.300092336103415,04011,9483,5.1482697863
76,04012,La Paz,AZ,84004012,US,USA,840,Arizona,US,33.72854224,-113.9810029,2605,80,04012,5423.88829787234,15684.11170212766,67954.23085106382,La Paz,333.0,320.0281973816717,0.0,2.7230614300100706,04012,21098,4.6888309769
77,04013,Maricopa,AZ,84004013,US,USA,840,Arizona,US,33.34835867,-112.4918154,598994,10546,04013,998503.3882978724,3486910.611702128,14599315.677659575,Maricopa,328.0,313.5491511213582,0.0,4.227625235799623,04013,4410824,479.47643039999997
78,04015,Mohave,AZ,84004015,US,USA,840,Arizona,US,35.70471703,-113.7577902,26265,806,04015,52378.45744680851,159802.54255319148,624635.9787234042,Mohave,261.0,273.5983727810651,0.0,3.812869822485207,04015,209550,15.742539574
79,04017,Navajo,AZ,84004017,US,USA,840,Arizona,US,35.3997715,-110.3218983,17544,563,04017,24545.790425531915,86378.20957446808,366919.9021276596,Navajo,206.0,200.10971223021585,0.0,7.181654676258992,04017,110445,11.100123355
80,04019,Pima,AZ,84004019,US,USA,840,Arizona,US,32.0971334,-111.7890033,122012,2467,04019,233977.11382978724,813301.8861702128,3453029.155319149,Pima,275.0,280.7026608111599,0.0,5.170240247997934,04019,1039073,113.09979314
81,04021,Pinal,AZ,84004021,US,USA,840,Arizona,US,32.90525627,-111.3449483,58270,926,04021,100257.04787234042,362531.9521276596,1463868.8755319149,Pinal,300.0,295.7289048473968,0.0,3.260771992818672,04021,447138,83.330493702
82,04023,Santa Cruz,AZ,84004023,US,USA,840,Arizona,US,31.52508998,-110.8479088,8281,182,04023,9563.902127659574,36934.097872340426,163529.1989361702,Santa Cruz,278.0,267.409756097561,0.0,7.858536585365853,04023,46511,37.602208146
83,04025,Yavapai,AZ,84004025,US,USA,840,Arizona,US,34.59933926,-112.5538588,21641,554,04025,54975.231914893615,180123.7680851064,773611.6978723404,Yavapai,256.0,250.20664324496963,0.0,5.737783455764932,04025,231993,28.558217746
84,04027,Yuma,AZ,84004027,US,USA,840,Arizona,US,32.76895712,-113.90666740000002,37944,853,04027,61983.029787234045,151803.97021276597,656202.5074468085,Yuma,333.0,324.7910447761194,0.0,2.725373134328358,04027,212128,38.470979394000004
85,05001,Arkansas,AR,84005001,US,USA,840,Arkansas,US,34.29145151,-91.37277296,2725,45,05001,3286.9,14199.1,65421.823404255316,Arkansas,239.0,229.2086776859504,0.0,39.9297520661157,05001,17769,17.970920800000002
86,05005,Baxter,AR,84005005,US,USA,840,Arkansas,US,36.28784385,-92.33782872,4887,130,05005,9124.832978723403,32807.1670212766,127877.46170212766,Baxter,211.0,205.45479452054798,0.0,42.02054794520548,05005,41619,75.093934913
87,05007,Benton,AR,84005007,US,USA,840,Arkansas,US,36.33644656,-94.25680817,34224,450,05007,53848.60531914893,225292.39468085105,853321.0648936171,Benton,222.0,215.3118741058655,0.0,34.904148783977114,05007,272608,321.63932955
88,05009,Boone,AR,84005009,US,USA,840,Arkansas,US,36.3084504,-93.09374925,5095,86,05009,6936.105319148936,30495.894680851063,120636.91276595744,Boone,217.0,206.3368022705771,0.0,38.17123935666982,05009,37480,63.526433563000005
89,05019,Clark,AR,84005019,US,USA,840,Arkansas,US,34.04613432,-93.17484713,2554,41,05019,3485.3797872340424,18834.620212765956,79752.54468085106,Clark,233.0,225.5355191256831,0.0,49.47814207650274,05019,22061,25.472316857
90,05021,Clay,AR,84005021,US,USA,840,Arkansas,US,36.36826212,-90.4148172,2017,52,05021,2270.3627659574468,12280.637234042553,53355.39255319149,Clay,211.0,211.771978021978,0.0,35.730769230769226,05021,14847,23.217736871
91,05023,Cleburne,AR,84005023,US,USA,840,Arkansas,US,35.53864922,-92.02640019,2752,75,05023,4669.170212765957,20249.82978723404,80149.98085106382,Cleburne,233.0,217.9830508474576,0.0,52.8135593220339,05023,24965,45.084706902
92,05025,Cleveland,AR,84005025,US,USA,840,Arkansas,US,33.89723187,-92.18537045,1184,28,05025,1023.8328008519702,6932.16719914803,25761.528221512246,Cleveland,130.5,132.43333333333334,0.0,71.23333333333333,05025,8018,13.412871423
93,05027,Columbia,AR,84005027,US,USA,840,Arkansas,US,33.21230701,-93.22642793,2691,59,05027,4010.837234042553,19446.162765957448,81934.94468085107,Columbia,250.0,235.00958466453673,0.0,52.9073482428115,05027,23537,30.727792724
94,05029,Conway,AR,84005029,US,USA,840,Arkansas,US,35.26205537,-92.70506566,2536,37,05029,2922.176595744681,17923.82340425532,74544.33085106383,Conway,239.0,224.1287671232877,0.0,36.73698630136986,05029,20891,37.828544349
95,05031,Craighead,AR,84005031,US,USA,840,Arkansas,US,35.83018283,-90.63235729,16218,195,05031,20295.117021276597,90036.8829787234,372881.5255319149,Craighead,206.0,206.66716417910447,0.0,41.04328358208955,05031,108558,153.48489237
96,05033,Crawford,AR,84005033,US,USA,840,Arkansas,US,35.58928601,-94.2446814,8107,129,05033,10911.202127659575,52345.79787234042,226921.81170212766,Crawford,233.0,218.79421221864948,0.0,46.29260450160773,05033,63406,107.25055074
97,05035,Crittenden,AR,84005035,US,USA,840,Arkansas,US,35.21247318,-90.30839406,6786,102,05035,10243.818085106383,37711.18191489362,156812.50638297873,Crittenden,233.0,224.2739322533137,0.0,39.771723122238576,05035,48342,79.20594433
98,05037,Cross,AR,84005037,US,USA,840,Arkansas,US,35.29631396,-90.77185818,2279,53,05037,2364.3755319148936,14054.624468085107,61721.371276595746,Cross,233.0,227.80327868852456,0.0,41.243169398907106,05037,16676,27.05465413
99,05039,Dallas,AR,84005039,US,USA,840,Arkansas,US,33.97042763,-92.65167437,992,17,05039,1116.626198083067,5892.373801916933,24393.597444089457,Dallas,222.0,215.8082474226804,0.0,57.69896907216496,05039,7182,10.761383639000002
100,05041,Desha,AR,84005041,US,USA,840,Arkansas,US,33.83011025,-91.25500948,1549,23,05041,2480.298189563365,8880.701810436634,34587.32587859425,Desha,244.0,231.69491525423732,0.0,52.67457627118644,05041,11512,14.986939894
101,05043,Drew,AR,84005043,US,USA,840,Arkansas,US,33.59035001,-91.71777921,2368,49,05043,3161.7595744680852,15057.240425531914,65095.051063829786,Drew,241.5,235.7131147540984,0.0,52.224043715846996,05043,18328,22.125731613000003
102,05045,Faulkner,AR,84005045,US,USA,840,Arkansas,US,35.14719007,-92.33717519,15971,178,05045,21572.225531914894,104434.7744680851,411043.5031914894,Faulkner,228.0,217.40983606557376,0.0,40.62841530054646,05045,124806,192.61993238
103,05047,Franklin,AR,84005047,US,USA,840,Arkansas,US,35.51202821,-93.89299569,1992,40,05047,2891.4968085106384,14823.503191489363,62264.80638297872,Franklin,222.0,213.90684931506848,0.0,44.56712328767122,05047,17810,29.251865935
104,05049,Fulton,AR,84005049,US,USA,840,Arkansas,US,36.38177105,-91.81729127,1401,49,05049,1717.6900958466454,10759.309904153355,40484.353567625134,Fulton,211.0,205.5386740331492,0.0,41.353591160220994,05049,12269,19.846564485
105,05051,Garland,AR,84005051,US,USA,840,Arkansas,US,34.57692074,-93.14921604,12936,280,05051,18608.97340425532,80777.02659574468,338539.99787234043,Garland,222.0,213.6323076923077,0.0,51.36,05051,99154,146.30495102
106,05053,Grant,AR,84005053,US,USA,840,Arkansas,US,34.29017991,-92.42320562,2299,39,05053,2784.8489361702127,15480.151063829788,61982.28191489362,Grant,244.0,228.0286532951289,0.0,54.35243553008596,05053,18188,28.787064887
107,05055,Greene,AR,84005055,US,USA,840,Arkansas,US,36.11735460000001,-90.55832668,7265,82,05055,8958.836170212766,36366.163829787234,156071.92127659573,Greene,214.0,208.3956043956044,0.0,42.942307692307686,05055,45325,78.45926326899999
108,05057,Hempstead,AR,84005057,US,USA,840,Arkansas,US,33.73325583,-93.66935133,2309,20,05057,2680.4010638297873,18851.598936170212,76746.20957446808,Hempstead,228.0,218.6903409090909,0.0,48.73579545454545,05057,21741,29.883712392
109,05059,Hot Spring,AR,84005059,US,USA,840,Arkansas,US,34.31709259,-92.95396325,6345,89,05059,4811.997872340426,28959.002127659576,124443.99361702127,Hot Spring,233.0,221.3581395348837,0.0,49.54976744186047,05059,33701,54.779866739
110,05061,Howard,AR,84005061,US,USA,840,Arkansas,US,34.09007427,-93.9934871,1865,25,05061,2317.6964856230034,10884.303514376998,48831.65708200213,Howard,228.0,223.46113989637303,0.0,49.95077720207254,05061,13341,22.666934514
111,05063,Independence,AR,84005063,US,USA,840,Arkansas,US,35.74242707,-91.57001641,4780,131,05063,6343.821276595745,31481.178723404257,130768.80106382979,Independence,212.5,207.0620437956204,0.0,39.11313868613138,05063,37678,49.319726544
112,05065,Izard,AR,84005065,US,USA,840,Arkansas,US,36.09604046,-91.90847954,2048,47,05065,2597.541489361702,11031.458510638298,45998.4170212766,Izard,211.0,205.90983606557376,0.0,35.612021857923494,05065,13593,23.41297489
113,05067,Jackson,AR,84005067,US,USA,840,Arkansas,US,35.59802983,-91.21494602,3500,38,05067,3594.9085106382977,13124.091489361703,52923.94680851064,Jackson,211.0,205.5,0.0,41.63841807909605,05067,16811,26.518989301999998
