,fips,admin2,state,uid,iso2,iso3,code3,province_state,country_region,lat,long_,cases,deaths,county_fips,pop_stay_at_home,pop_not_stay_at_home,trips,name,tempmedian,tempmean,prcpmedian,prcpmean,population,pop_density,administered_dose1_pop_pct,administered_dose1_recip,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,completeness_pct,date,mmwr_week,series_complete_12plus,series_complete_12pluspop,series_complete_12pluspop_pct_svi,series_complete_18plus,series_complete_18pluspop,series_complete_18pluspop_pct_svi,series_complete_65plus,series_complete_65pluspop,series_complete_65pluspop_pct_svi,series_complete_pop_pct,series_complete_pop_pct_svi,series_complete_yes,svi_ctgy
14,1039,Covington,AL,84001039,US,USA,840,Alabama,US,31.2477854,-86.45050893,4898,125,1039,6493.080128205128,30555.919871794868,130301.13888888886,Covington,278.0,268.6464435146444,0.0,41.529288702928866,36986,35.889346469,32.9,12180.0,12178.0,38.4,11949.0,41.4,5331.0,67.3,91.8,2021-08-06T00:00:00.000,31,8857.0,28.0,Low VC/High SVI,8778,30.4,Low-Mod VC/High SVI,4287,54.1,Mod-High VC/High SVI,23.9,Low VC/High SVI,8857,High
15,1041,Crenshaw,AL,84001041,US,USA,840,Alabama,US,31.72941803,-86.31593104,1732,58,1041,1774.5828877005347,11997.417112299463,48733.99251336898,Crenshaw,260.0,252.01344537815132,0.0,47.19663865546219,13824,22.704543936999997,31.1,4288.0,4288.0,36.5,4194.0,39.4,1793.0,67.1,91.8,2021-08-06T00:00:00.000,31,3340.0,28.4,Low VC/Mod-High SVI,3290,30.9,Low-Mod VC/Mod-High SVI,1478,55.3,Mod-High VC/Mod-High SVI,24.3,Low VC/Mod-High SVI,3340,Mod-High
16,1043,Cullman,AL,84001043,US,USA,840,Alabama,US,34.13020303,-86.86888037,10689,206,1043,12035.047008547006,71732.95299145298,320361.1613247863,Cullman,228.0,221.2963219986121,0.0,51.002081887578065,83442,113.56042387,33.0,27648.0,27643.0,38.8,27032.0,41.6,10956.0,69.6,91.8,2021-08-06T00:00:00.000,31,22330.0,31.3,Low-Mod VC/Mod-High SVI,22087,34.0,Low-Mod VC/Mod-High SVI,9780,62.2,Mod-High VC/Mod-High SVI,26.7,Low VC/Mod-High SVI,22331,Mod-High
17,1045,Dale,AL,84001045,US,USA,840,Alabama,US,31.43037123,-85.61095742,5877,117,1045,8067.747863247862,41104.25213675214,174492.27670940172,Dale,278.0,268.00547945205483,0.0,36.56164383561644,48956,87.249907296,44.1,21702.0,21701.0,52.2,21210.0,55.8,6348.0,74.7,91.8,2021-08-06T00:00:00.000,31,17907.0,43.1,Mod-High VC/High SVI,17701,46.6,Mod-High VC/High SVI,5637,66.3,Mod-High VC/High SVI,36.4,Low-Mod VC/High SVI,17907,High
18,1047,Dallas,AL,84001047,US,USA,840,Alabama,US,32.32688101,-87.10866709999998,3771,164,1047,6506.768162393161,30689.23183760684,131524.1591880342,Dallas,258.0,247.52126892573898,0.0,42.16510454217736,38310,39.142243533,40.6,15098.0,15094.0,47.8,14626.0,51.3,5528.0,78.7,91.8,2021-08-06T00:00:00.000,31,10525.0,33.3,Low-Mod VC/High SVI,10319,36.2,Low-Mod VC/High SVI,4123,58.7,Mod-High VC/High SVI,28.3,Low VC/High SVI,10525,High
19,1053,Escambia,AL,84001053,US,USA,840,Alabama,US,31.1256789,-87.15918694,4605,83,1053,5620.275641025641,31012.72435897436,139240.68696581194,Escambia,271.0,258.1631982475356,0.0,49.5366922234392,36748,38.877615797,32.0,11725.0,11725.0,37.6,11495.0,40.5,5193.0,77.6,91.8,2021-08-06T00:00:00.000,31,8284.0,26.6,Low VC/High SVI,8201,28.9,Low VC/High SVI,3879,58.0,Mod-High VC/High SVI,22.6,Low VC/High SVI,8284,High
20,1055,Etowah,AL,84001055,US,USA,840,Alabama,US,34.04567266,-86.04051873,15195,372,1055,18632.06944444444,83635.93055555556,352286.11004273506,Etowah,233.0,231.2201834862385,0.0,53.06422018348624,102501,191.48976814,35.1,35897.0,35890.0,40.8,34847.0,43.3,14090.0,71.2,91.8,2021-08-06T00:00:00.000,31,27948.0,31.8,Low-Mod VC/Mod-High SVI,27533,34.2,Low-Mod VC/Mod-High SVI,12030,60.8,Mod-High VC/Mod-High SVI,27.3,Low VC/Mod-High SVI,27952,Mod-High
21,1057,Fayette,AL,84001057,US,USA,840,Alabama,US,33.72076938,-87.73886638,2291,65,1057,2309.983974358974,13992.016025641024,55689.547008547015,Fayette,233.0,228.85245901639342,0.0,59.092896174863384,16433,26.180382895999998,30.1,4902.0,4900.0,34.9,4806.0,37.3,2183.0,61.6,91.8,2021-08-06T00:00:00.000,31,3958.0,28.2,Low VC/Mod-High SVI,3911,30.4,Low-Mod VC/Mod-High SVI,1897,53.5,Mod-High VC/Mod-High SVI,24.3,Low VC/Mod-High SVI,3959,Mod-High
22,1059,Franklin,AL,84001059,US,USA,840,Alabama,US,34.44235334,-87.84289505,4671,81,1059,4795.709401709401,26566.2905982906,111533.95619658119,Franklin,230.0,222.28657616892914,0.0,60.80392156862745,31363,49.474811238,38.8,12168.0,12168.0,46.4,11819.0,50.1,4448.0,82.8,91.8,2021-08-06T00:00:00.000,31,9262.0,35.3,Low-Mod VC/High SVI,9169,38.9,Low-Mod VC/High SVI,3757,69.9,Mod-High VC/High SVI,29.5,Low VC/High SVI,9262,High
23,1061,Geneva,AL,84001061,US,USA,840,Alabama,US,31.09389027,-85.83572839,2951,83,1061,3286.9711538461543,22984.028846153848,103592.20192307694,Geneva,278.0,265.34180790960454,0.0,51.548022598870055,26314,45.804859963999995,33.1,8690.0,8690.0,38.4,8534.0,41.6,3919.0,72.3,91.8,2021-08-06T00:00:00.000,31,6897.0,30.5,Low-Mod VC/High SVI,6823,33.3,Low-Mod VC/High SVI,3377,62.3,Mod-High VC/High SVI,26.3,Low VC/High SVI,6897,High
24,1063,Greene,AL,84001063,US,USA,840,Alabama,US,32.85504247,-87.95684022,1001,37,1063,1185.5401069518714,6925.459893048127,29337.797860962568,Greene,254.5,245.4327217125383,0.0,53.600917431192656,8233,12.724429805,46.3,3754.0,3753.0,54.0,3652.0,57.6,1510.0,79.9,91.8,2021-08-06T00:00:00.000,31,2761.0,39.7,Low-Mod VC/High SVI,2716,42.8,Mod-High VC/High SVI,1197,63.3,Mod-High VC/High SVI,34.0,Low-Mod VC/High SVI,2761,High
25,1065,Hale,AL,84001065,US,USA,840,Alabama,US,32.76039258,-87.63284988,2377,79,1065,2193.8301282051284,12457.169871794873,54297.366452991446,Hale,250.0,240.172602739726,0.0,47.17945205479453,14726,22.867078755999998,52.8,7734.0,7734.0,62.5,7376.0,65.4,2459.0,85.2,91.8,2021-08-06T00:00:00.000,31,6196.0,50.1,High VC/High SVI,6026,53.4,High VC/High SVI,2165,75.0,High VC/High SVI,42.3,Mod-High VC/High SVI,6196,High
26,1067,Henry,AL,84001067,US,USA,840,Alabama,US,31.51148016,-85.24267944,2215,45,1067,2189.892094017094,15015.107905982904,68027.58333333331,Henry,267.0,256.73873873873873,0.0,56.27927927927928,17209,30.634605793000002,39.3,6753.0,6752.0,45.1,6595.0,48.1,2935.0,72.8,91.8,2021-08-06T00:00:00.000,31,5290.0,35.3,Low-Mod VC/Mod-High SVI,5221,38.1,Low-Mod VC/Mod-High SVI,2524,62.6,Mod-High VC/Mod-High SVI,30.7,Low-Mod VC/Mod-High SVI,5290,Mod-High
27,1071,Jackson,AL,84001071,US,USA,840,Alabama,US,34.78144169,-85.99750489,7477,117,1071,8826.450854700854,42799.54914529915,167517.18696581194,Jackson,226.0,218.32886597938145,0.0,58.06907216494845,51736,47.99314624,41.0,21174.0,21169.0,47.2,20734.0,50.6,8975.0,84.7,91.8,2021-08-06T00:00:00.000,31,16821.0,37.5,Low-Mod VC/Mod-High SVI,16621,40.6,Mod-High VC/Mod-High SVI,7586,71.6,High VC/Mod-High SVI,32.6,Low-Mod VC/Mod-High SVI,16821,Mod-High
28,1073,Jefferson,AL,84001073,US,USA,840,Alabama,US,33.55554728,-86.89506300000002,87039,1591,1073,144063.00213675213,514509.9978632479,2042705.9038461538,Jefferson,250.0,242.36301369863014,0.0,48.30958904109588,659300,593.22554444,53.0,348800.0,348641.0,62.5,330847.0,65.0,96810.0,90.2,91.8,2021-08-06T00:00:00.000,31,267745.0,48.0,Mod-High VC/Mod-High SVI,258378,50.8,High VC/Mod-High SVI,84271,78.5,High VC/Mod-High SVI,40.7,Mod-High VC/Mod-High SVI,267754,Mod-High
29,1075,Lamar,AL,84001075,US,USA,840,Alabama,US,33.77995024,-88.09668032,1533,38,1075,1982.6962566844918,11822.303743315508,50277.24705882354,Lamar,256.0,251.59911894273128,0.0,51.176211453744486,13844,22.888459751,36.1,4989.0,4989.0,41.8,4940.0,45.5,2301.0,75.2,91.8,2021-08-06T00:00:00.000,31,4186.0,35.1,Low-Mod VC/Mod-High SVI,4165,38.4,Low-Mod VC/Mod-High SVI,2034,66.5,Mod-High VC/Mod-High SVI,30.3,Low-Mod VC/Mod-High SVI,4186,Mod-High
30,1077,Lauderdale,AL,84001077,US,USA,840,Alabama,US,34.90171875,-87.65624729,10429,255,1077,16563.511752136754,76165.48824786325,312759.8023504274,Lauderdale,222.0,221.75414364640883,0.0,50.32044198895028,92387,138.30116642,43.3,40174.0,40173.0,49.5,38984.0,52.2,14851.0,78.1,91.8,2021-08-06T00:00:00.000,31,31424.0,38.7,Low-Mod VC/Low-Mod SVI,30906,41.4,Mod-High VC/Low-Mod SVI,12632,66.5,Mod-High VC/Low-Mod SVI,33.9,Low-Mod VC/Low-Mod SVI,31424,Low-Mod
31,1079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,3290,100,1079,4167.581196581196,28756.418803418805,123164.1517094017,Lawrence,228.0,220.5788751714677,0.0,55.13991769547325,32957,47.716440561999995,40.5,13327.0,13327.0,47.0,13065.0,50.6,5310.0,84.5,91.8,2021-08-06T00:00:00.000,31,10801.0,38.1,Low-Mod VC/Low-Mod SVI,10685,41.4,Mod-High VC/Low-Mod SVI,4595,73.1,High VC/Low-Mod SVI,32.8,Low-Mod VC/Low-Mod SVI,10801,Low-Mod
32,1083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,10934,158,1083,17548.278846153848,81366.72115384616,291302.9497863248,Limestone,228.0,223.37830446672746,0.0,47.04010938924339,96174,171.75295058,30.7,30372.0,30372.0,35.8,29431.0,38.3,10078.0,66.8,91.8,2021-08-06T00:00:00.000,31,25489.0,30.0,Low-Mod VC/Mod-High SVI,24959,32.5,Low-Mod VC/Mod-High SVI,9346,62.0,Mod-High VC/Mod-High SVI,25.8,Low VC/Mod-High SVI,25489,Mod-High
33,1089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,38134,534,1089,74276.57264957267,298632.4273504274,1117398.939102564,Madison,228.0,221.9001367989056,0.0,51.93570451436389,366519,457.24378797,54.2,202114.0,202107.0,63.2,192109.0,65.7,51118.0,89.5,91.8,2021-08-06T00:00:00.000,31,164480.0,51.4,High VC/Low-Mod SVI,158493,54.2,High VC/Low-Mod SVI,46313,81.1,High VC/Low-Mod SVI,44.1,Mod-High VC/Low-Mod SVI,164481,Low-Mod
34,1091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,2647,67,1091,2591.3760683760684,16271.623931623933,70065.14636752137,Marengo,267.0,251.26402640264027,0.0,38.66336633663367,19066,19.516985844,47.8,9013.0,9013.0,56.1,8735.0,59.8,3167.0,84.5,91.8,2021-08-06T00:00:00.000,31,6774.0,42.1,Mod-High VC/High SVI,6680,45.7,Mod-High VC/High SVI,2684,71.6,High VC/High SVI,35.9,Low-Mod VC/High SVI,6774,High
35,1093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,3511,107,1093,4709.963675213675,24999.036324786324,98979.72008547008,Marion,239.0,230.3309759547384,0.0,57.61669024045261,29763,40.093386582,31.1,9248.0,9248.0,35.9,9088.0,38.6,3976.0,62.2,91.8,2021-08-06T00:00:00.000,31,7426.0,28.8,Low VC/Mod-High SVI,7382,31.4,Low-Mod VC/Mod-High SVI,3483,54.5,Mod-High VC/Mod-High SVI,25.0,Low VC/Mod-High SVI,7426,Mod-High
36,1095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,13333,236,1095,17906.699786324785,78867.30021367522,325241.40918803425,Marshall,228.0,220.5202797202797,0.0,50.569230769230785,96109,169.85038912,37.2,36044.0,36044.0,44.7,34888.0,48.2,13448.0,80.3,91.8,2021-08-06T00:00:00.000,31,28330.0,35.1,Low-Mod VC/Mod-High SVI,27801,38.4,Low-Mod VC/Mod-High SVI,11591,69.2,Mod-High VC/Mod-High SVI,29.3,Low VC/Mod-High SVI,28330,Mod-High
37,1097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,50991,872,1097,74749.07692307692,338460.92307692306,1429348.2756410255,Mobile,269.5,258.7269807280514,0.0,37.62526766595289,413757,336.56024397,41.5,171318.0,171312.0,49.1,164086.0,51.8,53947.0,78.5,91.8,2021-08-06T00:00:00.000,31,131215.0,37.6,Low-Mod VC/High SVI,127750,40.3,Mod-High VC/High SVI,45628,66.4,Mod-High VC/High SVI,31.8,Low-Mod VC/High SVI,131217,High
38,1101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,26557,628,1101,46196.410256410265,180289.58974358972,739499.907051282,Montgomery,267.0,258.1097208854668,0.0,47.464870067372466,225763,287.48618084,48.3,109405.0,109393.0,57.4,104070.0,59.9,29705.0,84.2,91.8,2021-08-06T00:00:00.000,31,81720.0,42.9,Mod-High VC/High SVI,78937,45.5,Mod-High VC/High SVI,23572,66.8,Mod-High VC/High SVI,36.1,Low-Mod VC/High SVI,81723,High
39,1103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,15325,291,1103,21996.551282051278,97682.44871794873,388777.998931624,Morgan,233.0,227.81231671554244,0.0,61.90029325513196,119089,205.54206837,38.0,45442.0,45440.0,44.6,44042.0,47.7,16496.0,77.3,91.8,2021-08-06T00:00:00.000,31,37220.0,36.5,Low-Mod VC/Mod-High SVI,36473,39.5,Low-Mod VC/Mod-High SVI,14640,68.6,Mod-High VC/Mod-High SVI,31.1,Low-Mod VC/Mod-High SVI,37220,Mod-High
40,1107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,2488,62,1107,2526.2136752136757,17403.786324786324,72228.7767094017,Pickens,250.0,241.04098360655738,0.0,61.959016393442624,19938,22.620053506999998,42.7,8513.0,8512.0,48.9,8277.0,51.5,2998.0,77.1,91.8,2021-08-06T00:00:00.000,31,6418.0,36.9,Low-Mod VC/High SVI,6318,39.3,Low-Mod VC/High SVI,2388,61.5,Mod-High VC/High SVI,32.2,Low-Mod VC/High SVI,6418,High
41,1109,Pike,AL,84001109,US,USA,840,Alabama,US,31.80396383,-85.9408295,3395,79,1109,5213.995726495727,27900.004273504277,122891.01388888886,Pike,263.5,251.85871743486973,0.0,40.52404809619239,33338,49.605114793,35.7,11827.0,11825.0,40.9,11446.0,42.7,4138.0,82.3,91.8,2021-08-06T00:00:00.000,31,9219.0,31.9,Low-Mod VC/High SVI,9017,33.6,Low-Mod VC/High SVI,3539,70.3,High VC/High SVI,27.8,Low VC/High SVI,9219,High
42,1111,Randolph,AL,84001111,US,USA,840,Alabama,US,33.29526734,-85.45708831,2054,44,1111,3119.430555555556,19602.56944444444,82094.10256410256,Randolph,228.0,222.86925795053003,0.0,54.063604240282686,22725,39.143956864,29.1,6617.0,6617.0,33.8,6553.0,36.6,2948.0,62.2,91.8,2021-08-06T00:00:00.000,31,5364.0,27.4,Low VC/Mod-High SVI,5343,29.8,Low VC/Mod-High SVI,2523,53.2,Mod-High VC/Mod-High SVI,23.6,Low VC/Mod-High SVI,5364,Mod-High
43,1113,Russell,AL,84001113,US,USA,840,Alabama,US,32.28725256,-85.18415324,4849,43,1113,10401.759615384615,47559.24038461538,221481.27884615387,Russell,290.0,270.69892473118284,13.0,81.03225806451613,57781,90.12050714,34.4,19939.0,19939.0,41.2,19103.0,43.4,6615.0,77.0,91.8,2021-08-06T00:00:00.000,31,15103.0,31.2,Low-Mod VC/High SVI,14680,33.4,Low-Mod VC/High SVI,5564,64.8,Mod-High VC/High SVI,26.1,Low VC/High SVI,15103,High
44,1117,Shelby,AL,84001117,US,USA,840,Alabama,US,33.26879845,-86.66232561,27810,260,1117,41020.76282051282,176681.2371794872,660014.9284188035,Shelby,244.0,241.52623688155919,0.0,44.00599700149925,215707,274.65465157,32.4,70455.0,70437.0,37.9,66513.0,39.8,18347.0,52.8,91.8,2021-08-06T00:00:00.000,31,53325.0,28.7,Low VC/Low SVI,51211,30.6,Low-Mod VC/Low SVI,15517,44.7,Low-Mod VC/Low SVI,24.5,Low VC/Low SVI,53326,Low
45,1121,Talladega,AL,84001121,US,USA,840,Alabama,US,33.37823223,-86.16886178,9074,188,1121,14115.008547008547,65862.99145299144,290443.1282051282,Talladega,250.0,241.46926229508202,0.0,51.92896174863388,79828,108.34681527,32.5,25995.0,25994.0,37.5,25131.0,39.7,9611.0,65.1,91.8,2021-08-06T00:00:00.000,31,20141.0,29.1,Low VC/High SVI,19789,31.3,Low-Mod VC/High SVI,8227,55.7,Mod-High VC/High SVI,25.2,Low VC/High SVI,20141,High
46,1123,Tallapoosa,AL,84001123,US,USA,840,Alabama,US,32.86698258,-85.79833053,4633,156,1123,6670.8226495726485,33696.17735042735,140017.33012820513,Tallapoosa,244.0,240.06648199445985,0.0,58.02493074792244,40497,56.518866946,34.4,13875.0,13875.0,39.8,13566.0,42.2,5945.0,66.2,91.8,2021-08-06T00:00:00.000,31,11422.0,32.7,Low-Mod VC/High SVI,11239,35.0,Low-Mod VC/High SVI,5255,58.5,Mod-High VC/High SVI,28.3,Low VC/High SVI,11422,High
47,1125,Tuscaloosa,AL,84001125,US,USA,840,Alabama,US,33.28726072,-87.52556818,27540,465,1125,38602.04807692308,170752.95192307697,679527.7061965811,Tuscaloosa,250.0,243.93156424581002,0.0,49.545391061452506,208911,158.16297204,38.3,80216.0,80210.0,44.7,76753.0,46.4,22047.0,76.6,91.8,2021-08-06T00:00:00.000,31,64576.0,36.0,Low-Mod VC/Mod-High SVI,62545,37.8,Low-Mod VC/Mod-High SVI,19455,67.6,Mod-High VC/Mod-High SVI,30.8,Low-Mod VC/Mod-High SVI,64576,Mod-High
48,1133,Winston,AL,84001133,US,USA,840,Alabama,US,34.15030532,-87.37325922,3031,73,1133,3175.732905982906,20453.267094017094,84460.61752136753,Winston,217.0,212.4492307692308,0.0,58.15692307692307,23660,38.59836973,19.4,4586.0,4586.0,22.3,4518.0,24.0,2100.0,40.6,91.8,2021-08-06T00:00:00.000,31,3497.0,17.0,Low VC/Mod-High SVI,3470,18.4,Low VC/Mod-High SVI,1689,32.7,Low-Mod VC/Mod-High SVI,14.8,Low VC/Mod-High SVI,3497,Mod-High
