,fips,admin2,state,uid,iso2,iso3,code3,province_state,country_region,lat,long_,cases,deaths,county_fips,pop_stay_at_home,pop_not_stay_at_home,trips,name,tempmedian,tempmean,prcpmedian,prcpmean,population,pop_density,administered_dose1_pop_pct,administered_dose1_recip,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,completeness_pct,date,mmwr_week,series_complete_12plus,series_complete_12pluspop,series_complete_12pluspop_pct_svi,series_complete_18plus,series_complete_18pluspop,series_complete_18pluspop_pct_svi,series_complete_65plus,series_complete_65pluspop,series_complete_65pluspop_pct_svi,series_complete_pop_pct,series_complete_pop_pct_svi,series_complete_yes,svi_ctgy
10,1029,Cleburne,AL,84001029,US,USA,840,Alabama,US,33.67679204,-85.52005899,1613,45,1029,1686.3832077502689,13223.616792249732,61469.313240043055,Cleburne,233.0,228.20491803278688,0.0,50.73224043715847,14987,26.757506743,25.8,3852.0,3852.0,30.3,3788.0,32.8,1714.0,57.0,91.8,2021-08-02T00:00:00.000,31,3166.0,24.9,Low VC/Mod-High SVI,3139,27.2,Low VC/Mod-High SVI,1490,49.5,Low-Mod VC/Mod-High SVI,21.2,Low VC/Mod-High SVI,3166,Mod-High
11,1031,Coffee,AL,84001031,US,USA,840,Alabama,US,31.39932826,-85.98901039,6365,132,1031,8335.335844994617,44006.66415500538,178949.96447793327,Coffee,272.0,263.01214574898785,0.0,41.121457489878544,51909,76.45075182,31.9,16698.0,16696.0,37.7,16173.0,40.5,6416.0,71.0,91.8,2021-08-02T00:00:00.000,31,13025.0,29.4,Low VC/Mod-High SVI,12779,32.0,Low-Mod VC/Mod-High SVI,5570,61.7,Mod-High VC/Mod-High SVI,24.9,Low VC/Mod-High SVI,13025,Mod-High
12,1033,Colbert,AL,84001033,US,USA,840,Alabama,US,34.69847452,-87.80168544,6703,142,1033,10746.914962325081,44494.08503767492,182170.39289558664,Colbert,233.0,228.73062730627305,0.0,50.40959409594096,54762,92.387121174,41.7,23063.0,23062.0,48.5,22349.0,51.2,8737.0,79.0,91.8,2021-08-02T00:00:00.000,31,18863.0,39.6,Low-Mod VC/Low-Mod SVI,18529,42.4,Mod-High VC/Low-Mod SVI,7652,69.2,Mod-High VC/Low-Mod SVI,34.1,Low-Mod VC/Low-Mod SVI,18863,Low-Mod
13,1035,Conecuh,AL,84001035,US,USA,840,Alabama,US,31.43401703,-86.99320044,1213,32,1035,1539.7586206896551,10527.241379310344,42673.29849137931,Conecuh,278.0,268.89502762430936,0.0,39.19060773480663,12277,14.440131364,38.7,4668.0,4668.0,44.7,4581.0,47.8,2006.0,70.8,91.8,2021-08-02T00:00:00.000,31,3377.0,32.3,Low-Mod VC/High SVI,3343,34.8,Low-Mod VC/High SVI,1529,54.0,Mod-High VC/High SVI,28.0,Low VC/High SVI,3377,High
14,1039,Covington,AL,84001039,US,USA,840,Alabama,US,31.247785399999998,-86.45050893,4749,125,1039,6491.386437029064,30557.61356297093,130414.43057050592,Covington,278.0,268.6464435146444,0.0,41.529288702928866,36986,35.889346469,31.1,11525.0,11523.0,36.4,11347.0,39.3,5218.0,65.9,91.8,2021-08-02T00:00:00.000,31,8765.0,27.7,Low VC/High SVI,8692,30.1,Low-Mod VC/High SVI,4265,53.9,Mod-High VC/High SVI,23.7,Low VC/High SVI,8765,High
15,1041,Crenshaw,AL,84001041,US,USA,840,Alabama,US,31.72941803,-86.31593104,1683,58,1041,1774.3793103448277,11997.62068965517,48770.22198275862,Crenshaw,260.0,252.01344537815132,0.0,47.19663865546219,13824,22.704543936999997,30.4,4181.0,4181.0,35.6,4105.0,38.6,1775.0,66.5,91.8,2021-08-02T00:00:00.000,31,3310.0,28.2,Low VC/Mod-High SVI,3268,30.7,Low-Mod VC/Mod-High SVI,1477,55.3,Mod-High VC/Mod-High SVI,24.0,Low VC/Mod-High SVI,3310,Mod-High
16,1043,Cullman,AL,84001043,US,USA,840,Alabama,US,34.13020303,-86.86888037,10546,205,1043,12026.952637244349,71741.04736275565,320468.2271259419,Cullman,228.0,221.2963219986121,0.0,51.002081887578065,83442,113.56042387,31.9,26708.0,26704.0,37.4,26224.0,40.4,10861.0,69.0,91.8,2021-08-02T00:00:00.000,31,22126.0,31.0,Low-Mod VC/Mod-High SVI,21904,33.7,Low-Mod VC/Mod-High SVI,9748,62.0,Mod-High VC/Mod-High SVI,26.4,Low VC/Mod-High SVI,22126,Mod-High
17,1045,Dale,AL,84001045,US,USA,840,Alabama,US,31.43037123,-85.61095742,5650,117,1045,8067.336921420882,41104.66307857912,174455.82454251885,Dale,278.0,268.00547945205483,0.0,36.56164383561644,48956,87.249907296,43.0,21158.0,21157.0,50.9,20741.0,54.6,6289.0,74.0,91.8,2021-08-02T00:00:00.000,31,17735.0,42.7,Mod-High VC/High SVI,17544,46.2,Mod-High VC/High SVI,5616,66.1,Mod-High VC/High SVI,36.1,Low-Mod VC/High SVI,17735,High
18,1047,Dallas,AL,84001047,US,USA,840,Alabama,US,32.32688101,-87.10866709999998,3743,163,1047,6509.275565123789,30686.72443487621,131528.0182992465,Dallas,258.0,247.52126892573898,0.0,42.16510454217736,38310,39.142243533,39.3,14630.0,14627.0,46.3,14276.0,50.1,5473.0,78.0,91.8,2021-08-02T00:00:00.000,31,10433.0,33.0,Low-Mod VC/High SVI,10237,35.9,Low-Mod VC/High SVI,4108,58.5,Mod-High VC/High SVI,28.0,Low VC/High SVI,10433,High
19,1053,Escambia,AL,84001053,US,USA,840,Alabama,US,31.1256789,-87.15918694,4413,83,1053,5618.831001076426,31014.168998923575,139276.73735199138,Escambia,271.0,258.1631982475356,0.0,49.5366922234392,36748,38.877615797,30.5,11186.0,11186.0,35.9,11024.0,38.8,5135.0,76.7,91.8,2021-08-02T00:00:00.000,31,8191.0,26.3,Low VC/High SVI,8121,28.6,Low VC/High SVI,3866,57.8,Mod-High VC/High SVI,22.4,Low VC/High SVI,8191,High
20,1055,Etowah,AL,84001055,US,USA,840,Alabama,US,34.04567266,-86.04051873,14954,370,1055,18627.842841765338,83640.15715823468,352353.79440258344,Etowah,233.0,231.2201834862385,0.0,53.06422018348624,102501,191.48976814,34.1,34878.0,34871.0,39.6,33985.0,42.2,13973.0,70.6,91.8,2021-08-02T00:00:00.000,31,27737.0,31.5,Low-Mod VC/Mod-High SVI,27354,34.0,Low-Mod VC/Mod-High SVI,12005,60.6,Mod-High VC/Mod-High SVI,27.1,Low VC/Mod-High SVI,27741,Mod-High
21,1057,Fayette,AL,84001057,US,USA,840,Alabama,US,33.72076938,-87.73886638,2270,65,1057,2307.4564047362755,13994.543595263724,55742.107642626484,Fayette,233.0,228.85245901639342,0.0,59.092896174863384,16433,26.180382895999998,29.2,4764.0,4762.0,33.9,4691.0,36.5,2161.0,61.0,91.8,2021-08-02T00:00:00.000,31,3940.0,28.1,Low VC/Mod-High SVI,3894,30.3,Low-Mod VC/Mod-High SVI,1893,53.4,Mod-High VC/Mod-High SVI,24.2,Low VC/Mod-High SVI,3941,Mod-High
22,1059,Franklin,AL,84001059,US,USA,840,Alabama,US,34.44235334,-87.84289505,4581,81,1059,4791.392895586652,26570.607104413346,111598.55220667383,Franklin,230.0,222.28657616892914,0.0,60.80392156862745,31363,49.474811238,37.7,11812.0,11812.0,45.1,11509.0,48.8,4414.0,82.1,91.8,2021-08-02T00:00:00.000,31,9183.0,35.0,Low-Mod VC/High SVI,9098,38.6,Low-Mod VC/High SVI,3746,69.7,Mod-High VC/High SVI,29.3,Low VC/High SVI,9183,High
23,1061,Geneva,AL,84001061,US,USA,840,Alabama,US,31.09389027,-85.83572839,2839,83,1061,3284.622174381055,22986.377825618947,103673.47147470398,Geneva,278.0,265.34180790960454,0.0,51.548022598870055,26314,45.804859963999995,31.9,8382.0,8382.0,37.1,8254.0,40.3,3863.0,71.3,91.8,2021-08-02T00:00:00.000,31,6784.0,30.0,Low-Mod VC/High SVI,6722,32.8,Low-Mod VC/High SVI,3351,61.8,Mod-High VC/High SVI,25.8,Low VC/High SVI,6784,High
24,1063,Greene,AL,84001063,US,USA,840,Alabama,US,32.85504247,-87.95684022,991,37,1063,1187.1002155172416,6923.899784482759,29340.375,Greene,254.5,245.4327217125383,0.0,53.600917431192656,8233,12.724429805,45.1,3662.0,3661.0,52.6,3579.0,56.4,1498.0,79.3,91.8,2021-08-02T00:00:00.000,31,2722.0,39.1,Low-Mod VC/High SVI,2681,42.3,Mod-High VC/High SVI,1190,63.0,Mod-High VC/High SVI,33.6,Low-Mod VC/High SVI,2722,High
25,1065,Hale,AL,84001065,US,USA,840,Alabama,US,32.76039258,-87.63284988,2355,78,1065,2192.390742734123,12458.609257265878,54343.02691065662,Hale,250.0,240.172602739726,0.0,47.17945205479453,14726,22.867078755999998,51.0,7479.0,7479.0,60.5,7166.0,63.5,2442.0,84.6,91.8,2021-08-02T00:00:00.000,31,6136.0,49.6,Mod-High VC/High SVI,5977,53.0,High VC/High SVI,2156,74.7,High VC/High SVI,41.9,Mod-High VC/High SVI,6136,High
26,1067,Henry,AL,84001067,US,USA,840,Alabama,US,31.51148016,-85.24267944,2139,45,1067,2191.076426264801,15013.923573735201,68018.81916038753,Henry,267.0,256.73873873873873,0.0,56.27927927927928,17209,30.634605793000002,38.2,6573.0,6572.0,43.9,6446.0,47.1,2905.0,72.1,91.8,2021-08-02T00:00:00.000,31,5251.0,35.0,Low-Mod VC/Mod-High SVI,5184,37.8,Low-Mod VC/Mod-High SVI,2512,62.3,Mod-High VC/Mod-High SVI,30.5,Low-Mod VC/Mod-High SVI,5251,Mod-High
27,1071,Jackson,AL,84001071,US,USA,840,Alabama,US,34.78144169,-85.99750489,7400,117,1071,8829.334768568353,42796.66523143165,167426.90096878365,Jackson,226.0,218.32886597938145,0.0,58.06907216494845,51736,47.99314624,40.0,20668.0,20664.0,46.1,20301.0,49.6,8916.0,84.2,91.8,2021-08-02T00:00:00.000,31,16660.0,37.2,Low-Mod VC/Mod-High SVI,16483,40.3,Mod-High VC/Mod-High SVI,7570,71.5,High VC/Mod-High SVI,32.3,Low-Mod VC/Mod-High SVI,16660,Mod-High
28,1073,Jefferson,AL,84001073,US,USA,840,Alabama,US,33.55554728,-86.89506300000002,85385,1591,1073,144054.0430570506,514518.9569429494,2042970.908503768,Jefferson,250.0,242.36301369863014,0.0,48.30958904109588,659300,593.22554444,51.7,340470.0,340311.0,61.0,324244.0,63.7,96282.0,89.7,91.8,2021-08-02T00:00:00.000,31,265260.0,47.6,Mod-High VC/Mod-High SVI,256465,50.4,High VC/Mod-High SVI,84064,78.3,High VC/Mod-High SVI,40.3,Mod-High VC/Mod-High SVI,265269,Mod-High
29,1075,Lamar,AL,84001075,US,USA,840,Alabama,US,33.77995024,-88.09668032,1510,38,1075,1981.1422413793107,11823.85775862069,50305.74892241379,Lamar,256.0,251.59911894273128,0.0,51.176211453744486,13844,22.888459751,35.4,4883.0,4883.0,40.9,4849.0,44.7,2293.0,74.9,91.8,2021-08-02T00:00:00.000,31,4141.0,34.7,Low-Mod VC/Mod-High SVI,4120,38.0,Low-Mod VC/Mod-High SVI,2027,66.2,Mod-High VC/Mod-High SVI,30.0,Low-Mod VC/Mod-High SVI,4141,Mod-High
30,1077,Lauderdale,AL,84001077,US,USA,840,Alabama,US,34.90171875,-87.65624729,10255,254,1077,16549.792249730894,76179.20775026911,312873.8342303552,Lauderdale,222.0,221.75414364640883,0.0,50.32044198895028,92387,138.30116642,42.3,39219.0,39218.0,48.4,38187.0,51.1,14761.0,77.7,91.8,2021-08-02T00:00:00.000,31,31210.0,38.5,Low-Mod VC/Low-Mod SVI,30726,41.1,Mod-High VC/Low-Mod SVI,12615,66.4,Mod-High VC/Low-Mod SVI,33.7,Low-Mod VC/Low-Mod SVI,31210,Low-Mod
31,1079,Lawrence,AL,84001079,US,USA,840,Alabama,US,34.52041498,-87.31069453,3263,100,1079,4164.858988159311,28759.14101184069,123184.44456404734,Lawrence,228.0,220.5788751714677,0.0,55.13991769547325,32957,47.716440561999995,39.4,12960.0,12960.0,45.7,12739.0,49.3,5259.0,83.6,91.8,2021-08-02T00:00:00.000,31,10695.0,37.8,Low-Mod VC/Low-Mod SVI,10596,41.0,Mod-High VC/Low-Mod SVI,4579,72.8,High VC/Low-Mod SVI,32.5,Low-Mod VC/Low-Mod SVI,10695,Low-Mod
32,1083,Limestone,AL,84001083,US,USA,840,Alabama,US,34.81185586,-86.98310072,10725,158,1083,17534.346609257267,81380.65339074274,291223.9354144241,Limestone,228.0,223.37830446672746,0.0,47.04010938924339,96174,171.75295058,29.9,29599.0,29599.0,34.9,28762.0,37.4,10029.0,66.5,91.8,2021-08-02T00:00:00.000,31,25273.0,29.8,Low VC/Mod-High SVI,24769,32.2,Low-Mod VC/Mod-High SVI,9326,61.8,Mod-High VC/Mod-High SVI,25.6,Low VC/Mod-High SVI,25273,Mod-High
33,1089,Madison,AL,84001089,US,USA,840,Alabama,US,34.76327133,-86.55069633,37517,533,1089,74260.53175457481,298648.4682454252,1116644.5780409041,Madison,228.0,221.9001367989056,0.0,51.93570451436389,366519,457.24378797,53.0,197786.0,197779.0,61.8,188553.0,64.5,50859.0,89.0,91.8,2021-08-02T00:00:00.000,31,163082.0,51.0,High VC/Low-Mod SVI,157389,53.9,High VC/Low-Mod SVI,46220,80.9,High VC/Low-Mod SVI,43.7,Mod-High VC/Low-Mod SVI,163083,Low-Mod
34,1091,Marengo,AL,84001091,US,USA,840,Alabama,US,32.24767634,-87.78796182,2624,67,1091,2590.7287405812704,16272.27125941873,70111.49085037675,Marengo,267.0,251.26402640264027,0.0,38.66336633663367,19066,19.516985844,46.1,8699.0,8699.0,54.1,8483.0,58.0,3150.0,84.0,91.8,2021-08-02T00:00:00.000,31,6710.0,41.7,Mod-High VC/High SVI,6622,45.3,Mod-High VC/High SVI,2671,71.2,High VC/High SVI,35.6,Low-Mod VC/High SVI,6710,High
35,1093,Marion,AL,84001093,US,USA,840,Alabama,US,34.13697363,-87.88704173,3463,107,1093,4704.104413347685,25004.895586652314,99058.05166846073,Marion,239.0,230.3309759547384,0.0,57.61669024045261,29763,40.093386582,29.9,8886.0,8886.0,34.5,8784.0,37.3,3932.0,61.5,91.8,2021-08-02T00:00:00.000,31,7345.0,28.5,Low VC/Mod-High SVI,7306,31.0,Low-Mod VC/Mod-High SVI,3467,54.3,Mod-High VC/Mod-High SVI,24.7,Low VC/Mod-High SVI,7345,Mod-High
36,1095,Marshall,AL,84001095,US,USA,840,Alabama,US,34.36975964,-86.30486727,13116,235,1095,17903.504843918192,78870.49515608183,325320.6942949408,Marshall,228.0,220.5202797202797,0.0,50.569230769230785,96109,169.85038912,36.0,34819.0,34819.0,43.2,33862.0,46.7,13336.0,79.6,91.8,2021-08-02T00:00:00.000,31,27991.0,34.7,Low-Mod VC/Mod-High SVI,27539,38.0,Low-Mod VC/Mod-High SVI,11559,69.0,Mod-High VC/Mod-High SVI,28.9,Low VC/Mod-High SVI,27991,Mod-High
37,1097,Mobile,AL,84001097,US,USA,840,Alabama,US,30.78472347,-88.20842409,48932,864,1097,74730.04413347684,338479.95586652315,1429068.8826695369,Mobile,269.5,258.7269807280514,0.0,37.62526766595289,413757,336.56024397,39.9,164714.0,164709.0,47.2,158422.0,50.0,53412.0,77.7,91.8,2021-08-02T00:00:00.000,31,129759.0,37.2,Low-Mod VC/High SVI,126529,39.9,Low-Mod VC/High SVI,45466,66.1,Mod-High VC/High SVI,31.4,Low-Mod VC/High SVI,129761,High
38,1101,Montgomery,AL,84001101,US,USA,840,Alabama,US,32.2206831,-86.20969272,26172,627,1101,46204.837459634015,180281.16254036603,739482.2045209903,Montgomery,267.0,258.1097208854668,0.0,47.464870067372466,225763,287.48618084,47.1,106622.0,106612.0,56.0,101878.0,58.7,29528.0,83.7,91.8,2021-08-02T00:00:00.000,31,80801.0,42.4,Mod-High VC/High SVI,78225,45.1,Mod-High VC/High SVI,23498,66.6,Mod-High VC/High SVI,35.7,Low-Mod VC/High SVI,80804,High
39,1103,Morgan,AL,84001103,US,USA,840,Alabama,US,34.45500589,-86.85475946,15170,291,1103,21988.471474703983,97690.52852529602,388791.2938643703,Morgan,233.0,227.81231671554244,0.0,61.90029325513196,119089,205.54206837,36.9,44209.0,44208.0,43.4,43008.0,46.6,16378.0,76.7,91.8,2021-08-02T00:00:00.000,31,36882.0,36.2,Low-Mod VC/Mod-High SVI,36184,39.2,Low-Mod VC/Mod-High SVI,14600,68.4,Mod-High VC/Mod-High SVI,30.8,Low-Mod VC/Mod-High SVI,36882,Mod-High
40,1107,Pickens,AL,84001107,US,USA,840,Alabama,US,33.28094866,-88.08818103,2455,62,1107,2525.0505920344463,17404.949407965556,72285.86544671691,Pickens,250.0,241.04098360655738,0.0,61.959016393442624,19938,22.620053506999998,41.4,8254.0,8253.0,47.4,8067.0,50.2,2983.0,76.8,91.8,2021-08-02T00:00:00.000,31,6353.0,36.5,Low-Mod VC/High SVI,6264,39.0,Low-Mod VC/High SVI,2378,61.2,Mod-High VC/High SVI,31.9,Low-Mod VC/High SVI,6353,High
41,1109,Pike,AL,84001109,US,USA,840,Alabama,US,31.80396383,-85.9408295,3325,79,1109,5211.611410118407,27902.388589881597,123008.47362755652,Pike,263.5,251.85871743486973,0.0,40.52404809619239,33338,49.605114793,34.8,11510.0,11508.0,39.8,11175.0,41.7,4115.0,81.8,91.8,2021-08-02T00:00:00.000,31,9132.0,31.6,Low-Mod VC/High SVI,8957,33.4,Low-Mod VC/High SVI,3529,70.1,High VC/High SVI,27.6,Low VC/High SVI,9132,High
42,1111,Randolph,AL,84001111,US,USA,840,Alabama,US,33.29526734,-85.45708831,2011,44,1111,3119.21959095802,19602.78040904198,82158.85468245426,Randolph,228.0,222.86925795053003,0.0,54.063604240282686,22725,39.143956864,28.5,6487.0,6487.0,33.1,6434.0,35.9,2933.0,61.9,91.8,2021-08-02T00:00:00.000,31,5324.0,27.2,Low VC/Mod-High SVI,5305,29.6,Low VC/Mod-High SVI,2514,53.0,Mod-High VC/Mod-High SVI,23.4,Low VC/Mod-High SVI,5324,Mod-High
43,1113,Russell,AL,84001113,US,USA,840,Alabama,US,32.28725256,-85.18415324,4802,43,1113,10405.489773950483,47555.51022604952,221586.2906350915,Russell,290.0,270.69892473118284,13.0,81.03225806451613,57781,90.12050714,33.4,19371.0,19371.0,40.0,18632.0,42.4,6551.0,76.3,91.8,2021-08-02T00:00:00.000,31,14879.0,30.7,Low-Mod VC/High SVI,14514,33.0,Low-Mod VC/High SVI,5534,64.4,Mod-High VC/High SVI,25.7,Low VC/High SVI,14879,High
44,1117,Shelby,AL,84001117,US,USA,840,Alabama,US,33.26879845,-86.66232561,27280,257,1117,40974.42841765339,176727.5715823466,660300.1743810549,Shelby,244.0,241.52623688155919,0.0,44.00599700149925,215707,274.65465157,31.4,68268.0,68250.0,36.7,64731.0,38.7,18202.0,52.4,91.8,2021-08-02T00:00:00.000,31,52819.0,28.4,Low VC/Low SVI,50825,30.4,Low-Mod VC/Low SVI,15475,44.6,Low-Mod VC/Low SVI,24.3,Low VC/Low SVI,52820,Low
45,1121,Talladega,AL,84001121,US,USA,840,Alabama,US,33.37823223,-86.16886178,8949,188,1121,14113.855758880514,65864.14424111949,290780.4682454252,Talladega,250.0,241.46926229508202,0.0,51.92896174863388,79828,108.34681527,31.5,25182.0,25181.0,36.4,24438.0,38.6,9520.0,64.5,91.8,2021-08-02T00:00:00.000,31,19963.0,28.8,Low VC/High SVI,19636,31.0,Low-Mod VC/High SVI,8203,55.5,Mod-High VC/High SVI,25.0,Low VC/High SVI,19963,High
46,1123,Tallapoosa,AL,84001123,US,USA,840,Alabama,US,32.86698258,-85.79833053,4519,156,1123,6669.293864370291,33697.70613562971,140117.76749192682,Tallapoosa,244.0,240.06648199445985,0.0,58.02493074792244,40497,56.518866946,33.7,13584.0,13584.0,38.9,13307.0,41.4,5912.0,65.8,91.8,2021-08-02T00:00:00.000,31,11323.0,32.4,Low-Mod VC/High SVI,11155,34.7,Low-Mod VC/High SVI,5244,58.4,Mod-High VC/High SVI,28.1,Low VC/High SVI,11323,High
47,1125,Tuscaloosa,AL,84001125,US,USA,840,Alabama,US,33.28726072,-87.52556818,27171,465,1125,38586.54359526373,170768.45640473627,679548.8977395048,Tuscaloosa,250.0,243.93156424581002,0.0,49.545391061452506,208911,158.16297204,37.3,78036.0,78030.0,43.5,74913.0,45.3,21926.0,76.2,91.8,2021-08-02T00:00:00.000,31,64079.0,35.7,Low-Mod VC/Mod-High SVI,62132,37.6,Low-Mod VC/Mod-High SVI,19425,67.5,Mod-High VC/Mod-High SVI,30.6,Low-Mod VC/Mod-High SVI,64079,Mod-High
48,1133,Winston,AL,84001133,US,USA,840,Alabama,US,34.15030532,-87.37325922,2987,73,1133,3172.603875134553,20456.396124865445,84522.9052744887,Winston,217.0,212.4492307692308,0.0,58.15692307692307,23660,38.59836973,18.9,4464.0,4464.0,21.7,4405.0,23.4,2077.0,40.2,91.8,2021-08-02T00:00:00.000,31,3478.0,16.9,Low VC/Mod-High SVI,3452,18.3,Low VC/Mod-High SVI,1687,32.6,Low-Mod VC/Mod-High SVI,14.7,Low VC/Mod-High SVI,3478,Mod-High
49,2013,Aleutians East,AK,84002013,US,USA,840,Alaska,US,55.32222414,-161.9722021,375,3,2013,2080.304347826087,1256.695652173913,8929.753155680224,Aleutians East,80.0,75.2638888888889,5.0,27.91944444444445,3515,0.5032159254,72.3,2412.0,2402.0,76.1,2325.0,75.4,164.0,46.7,96.9,2021-08-02T00:00:00.000,31,2206.0,69.9,High VC/Mod-High SVI,2130,69.1,High VC/Mod-High SVI,157,44.7,Low-Mod VC/Mod-High SVI,66.3,High VC/Mod-High SVI,2214,Mod-High
